区域,指标名称,年份,指标值
贵州省,单位产值工业固体废物排放总量_公斤每万元,1999,3281
贵州省,单位产值工业固体废物排放总量_公斤每万元,2000,2344.6
贵州省,单位产值工业固体废物排放总量_公斤每万元,2001,2245.1
贵州省,单位产值工业固体废物排放总量_公斤每万元,2002,2502.9
贵州省,单位产值工业固体废物排放总量_公斤每万元,2003,2978.4
贵州省,单位产值工业固体废物排放总量_公斤每万元,2004,3232.2
贵州省,单位产值工业固体废物排放总量_公斤每万元,2005,3052.9
贵州省,单位产值工业固体废物排放总量_公斤每万元,2006,3248.9
贵州省,单位产值工业固体废物排放总量_公斤每万元,2007,2908.6
贵州省,单位产值工业固体废物排放总量_公斤每万元,2008,2550.2
贵州省,单位产值工业固体废物排放总量_公斤每万元,2009,2866.4
贵州省,单位产值工业固体废物排放总量_公斤每万元,2010,2843.4
贵州省,单位产值工业固体废物排放总量_公斤每万元,2011,2294.5
贵州省,单位产值工业固体废物排放总量_公斤每万元,2012,2083.4
贵州省,单位产值工业废气排放总量_立方米每万元,1995,40081.1
贵州省,单位产值工业废气排放总量_立方米每万元,1996,29819.6
贵州省,单位产值工业废气排放总量_立方米每万元,1997,30297.1
贵州省,单位产值工业废气排放总量_立方米每万元,1998,40848
贵州省,单位产值工业废气排放总量_立方米每万元,1999,43130.3
贵州省,单位产值工业废气排放总量_立方米每万元,2000,40060.1
贵州省,单位产值工业废气排放总量_立方米每万元,2001,34420.3
贵州省,单位产值工业废气排放总量_立方米每万元,2002,30558.3
贵州省,单位产值工业废气排放总量_立方米每万元,2003,27455
贵州省,单位产值工业废气排放总量_立方米每万元,2004,29642.5
贵州省,单位产值工业废气排放总量_立方米每万元,2005,24226.6
贵州省,单位产值工业废气排放总量_立方米每万元,2006,46523.5
贵州省,单位产值工业废气排放总量_立方米每万元,2007,50300.1
贵州省,单位产值工业废气排放总量_立方米每万元,2008,29856.8
贵州省,单位产值工业废气排放总量_立方米每万元,2009,30498.4
贵州省,单位产值工业废气排放总量_立方米每万元,2010,35393.7
贵州省,单位产值工业废气排放总量_立方米每万元,2011,32673.5
贵州省,单位产值工业废气排放总量_立方米每万元,2012,38056.1
贵州省,单位产值工业废水排放总量_吨每万元,1995,92.8
贵州省,单位产值工业废水排放总量_吨每万元,1996,87.5
贵州省,单位产值工业废水排放总量_吨每万元,1997,82.5
贵州省,单位产值工业废水排放总量_吨每万元,1998,78
贵州省,单位产值工业废水排放总量_吨每万元,1999,67.1
贵州省,单位产值工业废水排放总量_吨每万元,2000,57.2
贵州省,单位产值工业废水排放总量_吨每万元,2001,52.8
贵州省,单位产值工业废水排放总量_吨每万元,2002,46.3
贵州省,单位产值工业废水排放总量_吨每万元,2003,43.9
贵州省,单位产值工业废水排放总量_吨每万元,2004,39.5
贵州省,单位产值工业废水排放总量_吨每万元,2005,35
贵州省,单位产值工业废水排放总量_吨每万元,2006,30.9
贵州省,单位产值工业废水排放总量_吨每万元,2007,26.8
贵州省,单位产值工业废水排放总量_吨每万元,2008,24.4
贵州省,单位产值工业废水排放总量_吨每万元,2009,23.2
贵州省,单位产值工业废水排放总量_吨每万元,2010,21.1
贵州省,单位产值工业废水排放总量_吨每万元,2011,23.5
贵州省,单位产值工业废水排放总量_吨每万元,2012,24.3
贵州省,单位农业产值总氮排放量_公斤每万元,2011,7.21
贵州省,单位农业产值总氮排放量_公斤每万元,2012,7.04
贵州省,单位产值建设用地消耗_亩每亿元,1995,11812.1
贵州省,单位产值建设用地消耗_亩每亿元,1996,11058.6
贵州省,单位产值建设用地消耗_亩每亿元,1997,10339.9
贵州省,单位产值建设用地消耗_亩每亿元,1998,9709
贵州省,单位产值建设用地消耗_亩每亿元,1999,9088.4
贵州省,单位产值建设用地消耗_亩每亿元,2000,8512.5
贵州省,单位产值建设用地消耗_亩每亿元,2001,7889.9
贵州省,单位产值建设用地消耗_亩每亿元,2002,6756
贵州省,单位产值建设用地消耗_亩每亿元,2003,6219.8
贵州省,单位产值建设用地消耗_亩每亿元,2004,5687.1
贵州省,单位产值建设用地消耗_亩每亿元,2005,5103.8
贵州省,单位产值建设用地消耗_亩每亿元,2006,4572.5
贵州省,单位产值建设用地消耗_亩每亿元,2007,4020
贵州省,单位产值建设用地消耗_亩每亿元,2008,3646.6
贵州省,单位产值建设用地消耗_亩每亿元,2009,3426.2
贵州省,单位产值建设用地消耗_亩每亿元,2010,2918.4
贵州省,单位产值建设用地消耗_亩每亿元,2011,2788.6
贵州省,单位产值建设用地消耗_亩每亿元,2012,2602.2
贵州省,单位产值烟粉尘排放排放总量_公斤每万元,1999,118.1
贵州省,单位产值烟粉尘排放排放总量_公斤每万元,2000,94.1
贵州省,单位产值烟粉尘排放排放总量_公斤每万元,2001,70.6
贵州省,单位产值烟粉尘排放排放总量_公斤每万元,2002,58.1
贵州省,单位产值烟粉尘排放排放总量_公斤每万元,2003,50.9
贵州省,单位产值烟粉尘排放排放总量_公斤每万元,2004,40.5
贵州省,单位产值烟粉尘排放排放总量_公斤每万元,2005,34.9
贵州省,单位产值烟粉尘排放排放总量_公斤每万元,2006,23.3
贵州省,单位产值烟粉尘排放排放总量_公斤每万元,2007,21.4
贵州省,单位产值烟粉尘排放排放总量_公斤每万元,2008,19.9
贵州省,单位产值烟粉尘排放排放总量_公斤每万元,2009,21.1
贵州省,单位产值烟粉尘排放排放总量_公斤每万元,2010,11.8
贵州省,单位产值烟粉尘排放排放总量_公斤每万元,2011,8.9
贵州省,单位产值烟粉尘排放排放总量_公斤每万元,2012,7.6
贵州省,单位农业产值塑料地膜使用量_公斤每万元,1995,5.88
贵州省,单位农业产值塑料地膜使用量_公斤每万元,1996,13.41
贵州省,单位农业产值塑料地膜使用量_公斤每万元,1997,8.39
贵州省,单位农业产值塑料地膜使用量_公斤每万元,1998,7.15
贵州省,单位农业产值塑料地膜使用量_公斤每万元,1999,7.95
贵州省,单位农业产值塑料地膜使用量_公斤每万元,2000,8.04
贵州省,单位农业产值塑料地膜使用量_公斤每万元,2001,8
贵州省,单位农业产值塑料地膜使用量_公斤每万元,2002,9.11
贵州省,单位农业产值塑料地膜使用量_公斤每万元,2003,9.62
贵州省,单位农业产值塑料地膜使用量_公斤每万元,2004,10.05
贵州省,单位农业产值塑料地膜使用量_公斤每万元,2005,9.86
贵州省,单位农业产值塑料地膜使用量_公斤每万元,2006,9.91
贵州省,单位农业产值塑料地膜使用量_公斤每万元,2007,10.22
贵州省,单位农业产值塑料地膜使用量_公斤每万元,2008,12.36
贵州省,单位农业产值塑料地膜使用量_公斤每万元,2009,11.73
贵州省,单位农业产值塑料地膜使用量_公斤每万元,2010,9.72
贵州省,单位农业产值塑料地膜使用量_公斤每万元,2011,10.78
贵州省,单位农业产值塑料地膜使用量_公斤每万元,2012,11.07
贵州省,单位农业产值柴油使用量_公斤每万元,1995,9.28
贵州省,单位农业产值柴油使用量_公斤每万元,1996,13.87
贵州省,单位农业产值柴油使用量_公斤每万元,1997,9.49
贵州省,单位农业产值柴油使用量_公斤每万元,1998,7.57
贵州省,单位农业产值柴油使用量_公斤每万元,1999,8.61
贵州省,单位农业产值柴油使用量_公斤每万元,2000,9.05
贵州省,单位农业产值柴油使用量_公斤每万元,2001,8.95
贵州省,单位农业产值柴油使用量_公斤每万元,2002,9.21
贵州省,单位农业产值柴油使用量_公斤每万元,2003,10.35
贵州省,单位农业产值柴油使用量_公斤每万元,2004,10.76
贵州省,单位农业产值柴油使用量_公斤每万元,2005,10.59
贵州省,单位农业产值柴油使用量_公斤每万元,2006,9.89
贵州省,单位农业产值柴油使用量_公斤每万元,2007,10.55
贵州省,单位农业产值柴油使用量_公斤每万元,2008,10.24
贵州省,单位农业产值柴油使用量_公斤每万元,2009,10.14
贵州省,单位农业产值柴油使用量_公斤每万元,2010,11.47
贵州省,单位农业产值柴油使用量_公斤每万元,2011,15.89
贵州省,单位农业产值柴油使用量_公斤每万元,2012,15.28
贵州省,单位工业增加值COD总量_公斤每万元,1998,33.9
贵州省,单位工业增加值COD总量_公斤每万元,1999,28.4
贵州省,单位工业增加值COD总量_公斤每万元,2000,23.5
贵州省,单位工业增加值COD总量_公斤每万元,2001,19.6
贵州省,单位工业增加值COD总量_公斤每万元,2002,17.8
贵州省,单位工业增加值COD总量_公斤每万元,2003,17.4
贵州省,单位工业增加值COD总量_公斤每万元,2004,15.8
贵州省,单位工业增加值COD总量_公斤每万元,2005,14.2
贵州省,单位工业增加值COD总量_公斤每万元,2006,12.8
贵州省,单位工业增加值COD总量_公斤每万元,2007,11
贵州省,单位工业增加值COD总量_公斤每万元,2008,9.7
贵州省,单位工业增加值COD总量_公斤每万元,2009,8.5
贵州省,单位工业增加值COD总量_公斤每万元,2010,7.2
贵州省,单位工业增加值COD总量_公斤每万元,2011,8.5
贵州省,单位工业增加值COD总量_公斤每万元,2012,7
贵州省,单位农业产值用水量_立方米每万元,1995,1383.1
贵州省,单位农业产值用水量_立方米每万元,1996,1356.9
贵州省,单位农业产值用水量_立方米每万元,1997,1263.5
贵州省,单位农业产值用水量_立方米每万元,1998,1303
贵州省,单位农业产值用水量_立方米每万元,1999,1261.6
贵州省,单位农业产值用水量_立方米每万元,2000,1262.2
贵州省,单位农业产值用水量_立方米每万元,2001,1291.7
贵州省,单位农业产值用水量_立方米每万元,2002,1244.2
贵州省,单位农业产值用水量_立方米每万元,2003,1199.8
贵州省,单位农业产值用水量_立方米每万元,2004,1164
贵州省,单位农业产值用水量_立方米每万元,2005,1068.1
贵州省,单位农业产值用水量_立方米每万元,2006,1097.1
贵州省,单位农业产值用水量_立方米每万元,2007,951.6
贵州省,单位农业产值用水量_立方米每万元,2008,943.1
贵州省,单位农业产值用水量_立方米每万元,2009,888
贵州省,单位农业产值用水量_立方米每万元,2010,831.9
贵州省,单位农业产值用水量_立方米每万元,2011,814.3
贵州省,单位农业产值用水量_立方米每万元,2012,715.4
贵州省,单位农业产值用电量_千瓦时每万元,1995,229.09
贵州省,单位农业产值用电量_千瓦时每万元,1996,219.22
贵州省,单位农业产值用电量_千瓦时每万元,1997,301.09
贵州省,单位农业产值用电量_千瓦时每万元,1998,319.12
贵州省,单位农业产值用电量_千瓦时每万元,1999,344.58
贵州省,单位农业产值用电量_千瓦时每万元,2000,357.12
贵州省,单位农业产值用电量_千瓦时每万元,2001,345.43
贵州省,单位农业产值用电量_千瓦时每万元,2002,346.7
贵州省,单位农业产值用电量_千瓦时每万元,2003,368.04
贵州省,单位农业产值用电量_千瓦时每万元,2004,679.31
贵州省,单位农业产值用电量_千瓦时每万元,2005,639.35
贵州省,单位农业产值用电量_千瓦时每万元,2006,610.14
贵州省,单位农业产值用电量_千瓦时每万元,2007,590.44
贵州省,单位农业产值用电量_千瓦时每万元,2008,574.87
贵州省,单位农业产值用电量_千瓦时每万元,2009,577.04
贵州省,单位农业产值用电量_千瓦时每万元,2010,693.66
贵州省,单位农业产值用电量_千瓦时每万元,2011,786.34
贵州省,单位农业产值用电量_千瓦时每万元,2012,816.04
贵州省,单位工业增加值二氧化硫总量_公斤每万元,1996,103.2
贵州省,单位工业增加值二氧化硫总量_公斤每万元,1997,94.7
贵州省,单位工业增加值二氧化硫总量_公斤每万元,1998,235.3
贵州省,单位工业增加值二氧化硫总量_公斤每万元,1999,167.6
贵州省,单位工业增加值二氧化硫总量_公斤每万元,2000,149.6
贵州省,单位工业增加值二氧化硫总量_公斤每万元,2001,131
贵州省,单位工业增加值二氧化硫总量_公斤每万元,2002,115.2
贵州省,单位工业增加值二氧化硫总量_公斤每万元,2003,104.5
贵州省,单位工业增加值二氧化硫总量_公斤每万元,2004,93.2
贵州省,单位工业增加值二氧化硫总量_公斤每万元,2005,85.4
贵州省,单位工业增加值二氧化硫总量_公斤每万元,2006,81.7
贵州省,单位工业增加值二氧化硫总量_公斤每万元,2007,66.8
贵州省,单位工业增加值二氧化硫总量_公斤每万元,2008,53.9
贵州省,单位工业增加值二氧化硫总量_公斤每万元,2009,46
贵州省,单位工业增加值二氧化硫总量_公斤每万元,2010,39.9
贵州省,单位工业增加值二氧化硫总量_公斤每万元,2011,33.3
贵州省,单位工业增加值二氧化硫总量_公斤每万元,2012,27.7
贵州省,单位工业增加值氮氧化物总量_公斤每万元,2006,10
贵州省,单位工业增加值氮氧化物总量_公斤每万元,2007,43.3
贵州省,单位工业增加值氮氧化物总量_公斤每万元,2008,8.2
贵州省,单位工业增加值氮氧化物总量_公斤每万元,2009,8.3
贵州省,单位工业增加值氮氧化物总量_公斤每万元,2010,7.8
贵州省,单位工业增加值氮氧化物总量_公斤每万元,2011,13.9
贵州省,单位工业增加值氮氧化物总量_公斤每万元,2012,12.4
辽宁省,单位GDP固定资产投资_元每万元,1995,3168.2
辽宁省,单位GDP固定资产投资_元每万元,1996,2774.5
辽宁省,单位GDP固定资产投资_元每万元,1997,2662.1
辽宁省,单位GDP固定资产投资_元每万元,1998,2711.7
辽宁省,单位GDP固定资产投资_元每万元,1999,2642.3
辽宁省,单位GDP固定资产投资_元每万元,2000,2715.1
辽宁省,单位GDP固定资产投资_元每万元,2001,2823.3
辽宁省,单位GDP固定资产投资_元每万元,2002,2941.6
辽宁省,单位GDP固定资产投资_元每万元,2003,3469.7
辽宁省,单位GDP固定资产投资_元每万元,2004,4496.6
辽宁省,单位GDP固定资产投资_元每万元,2005,5244.6
辽宁省,单位GDP固定资产投资_元每万元,2006,6114.9
辽宁省,单位GDP固定资产投资_元每万元,2007,6659.8
辽宁省,单位GDP固定资产投资_元每万元,2008,7330
辽宁省,单位GDP固定资产投资_元每万元,2009,8080.5
辽宁省,单位GDP固定资产投资_元每万元,2010,8692
辽宁省,单位GDP固定资产投资_元每万元,2011,7975.2
辽宁省,单位GDP固定资产投资_元每万元,2012,8788.5
辽宁省,单位GDP氨氮排放量_公斤每万元,2001,1.219
辽宁省,单位GDP氨氮排放量_公斤每万元,2002,1.363
辽宁省,单位GDP氨氮排放量_公斤每万元,2003,1.169
辽宁省,单位GDP氨氮排放量_公斤每万元,2004,1.021
辽宁省,单位GDP氨氮排放量_公斤每万元,2005,1.268
辽宁省,单位GDP氨氮排放量_公斤每万元,2006,0.903
辽宁省,单位GDP氨氮排放量_公斤每万元,2007,0.732
辽宁省,单位GDP氨氮排放量_公斤每万元,2008,0.599
辽宁省,单位GDP氨氮排放量_公斤每万元,2009,0.513
辽宁省,单位GDP氨氮排放量_公斤每万元,2010,0.407
辽宁省,单位GDP氨氮排放量_公斤每万元,2011,0.478
辽宁省,单位GDP氨氮排放量_公斤每万元,2012,0.427
辽宁省,单位GDP用水总量_立方米每万元,1995,527.3
辽宁省,单位GDP用水总量_立方米每万元,1996,474.2
辽宁省,单位GDP用水总量_立方米每万元,1997,445.8
辽宁省,单位GDP用水总量_立方米每万元,1998,402
辽宁省,单位GDP用水总量_立方米每万元,1999,374
辽宁省,单位GDP用水总量_立方米每万元,2000,323.5
辽宁省,单位GDP用水总量_立方米每万元,2001,280.2
辽宁省,单位GDP用水总量_立方米每万元,2002,251.1
辽宁省,单位GDP用水总量_立方米每万元,2003,227.3
辽宁省,单位GDP用水总量_立方米每万元,2004,204.4
辽宁省,单位GDP用水总量_立方米每万元,2005,185.7
辽宁省,单位GDP用水总量_立方米每万元,2006,172.3
辽宁省,单位GDP用水总量_立方米每万元,2007,151.6
辽宁省,单位GDP用水总量_立方米每万元,2008,133.6
辽宁省,单位GDP用水总量_立方米每万元,2009,118.1
辽宁省,单位GDP用水总量_立方米每万元,2010,104.1
辽宁省,单位GDP用水总量_立方米每万元,2011,93.3
辽宁省,单位GDP用水总量_立方米每万元,2012,83.8
辽宁省,单位GDP能源消耗总量_公斤每万元,1995,3462.1
辽宁省,单位GDP能源消耗总量_公斤每万元,1996,3210
辽宁省,单位GDP能源消耗总量_公斤每万元,1997,2867.8
辽宁省,单位GDP能源消耗总量_公斤每万元,1998,2545.1
辽宁省,单位GDP能源消耗总量_公斤每万元,1999,2424.1
辽宁省,单位GDP能源消耗总量_公斤每万元,2000,2527.7
辽宁省,单位GDP能源消耗总量_公斤每万元,2001,2319
辽宁省,单位GDP能源消耗总量_公斤每万元,2002,2093.7
辽宁省,单位GDP能源消耗总量_公斤每万元,2003,1993
辽宁省,单位GDP能源消耗总量_公斤每万元,2004,2052.8
辽宁省,单位GDP能源消耗总量_公斤每万元,2005,1896.3
辽宁省,单位GDP能源消耗总量_公斤每万元,2006,1828.3
辽宁省,单位GDP能源消耗总量_公斤每万元,2007,1755
辽宁省,单位GDP能源消耗总量_公斤每万元,2008,1665.3
辽宁省,单位GDP能源消耗总量_公斤每万元,2009,1580.8
辽宁省,单位GDP能源消耗总量_公斤每万元,2010,1517.2
辽宁省,单位GDP能源消耗总量_公斤每万元,2011,1466.1
辽宁省,单位GDP能源消耗总量_公斤每万元,2012,1465.2
辽宁省,单位GDP重金属排放量_公斤每亿元,1995,222.5
辽宁省,单位GDP重金属排放量_公斤每亿元,1996,187.1
辽宁省,单位GDP重金属排放量_公斤每亿元,1997,144.4
辽宁省,单位GDP重金属排放量_公斤每亿元,1998,151.4
辽宁省,单位GDP重金属排放量_公斤每亿元,1999,123.8
辽宁省,单位GDP重金属排放量_公斤每亿元,2000,78.6
辽宁省,单位GDP重金属排放量_公斤每亿元,2001,72.9
辽宁省,单位GDP重金属排放量_公斤每亿元,2002,33.4
辽宁省,单位GDP重金属排放量_公斤每亿元,2003,26.4
辽宁省,单位GDP重金属排放量_公斤每亿元,2004,5.5
辽宁省,单位GDP重金属排放量_公斤每亿元,2005,2.9
辽宁省,单位GDP重金属排放量_公斤每亿元,2006,0.4
辽宁省,单位GDP重金属排放量_公斤每亿元,2007,0.3
辽宁省,单位GDP重金属排放量_公斤每亿元,2008,0.2
辽宁省,单位GDP重金属排放量_公斤每亿元,2009,0.2
辽宁省,单位GDP重金属排放量_公斤每亿元,2010,0.2
辽宁省,单位GDP重金属排放量_公斤每亿元,2011,0.2
辽宁省,单位GDP重金属排放量_公斤每亿元,2012,0.1
辽宁省,单位产值农药使用量_吨每亿元,1995,34.41716986
辽宁省,单位产值农药使用量_吨每亿元,1996,31.39289887
辽宁省,单位产值农药使用量_吨每亿元,1997,34.22553387
辽宁省,单位产值农药使用量_吨每亿元,1998,36.34878589
辽宁省,单位产值农药使用量_吨每亿元,1999,32.52622692
辽宁省,单位产值农药使用量_吨每亿元,2000,32.49581299
辽宁省,单位产值农药使用量_吨每亿元,2001,30.86711765
辽宁省,单位产值农药使用量_吨每亿元,2002,32.47857487
辽宁省,单位产值农药使用量_吨每亿元,2003,32.82419433
辽宁省,单位产值农药使用量_吨每亿元,2004,31.15914649
辽宁省,单位产值农药使用量_吨每亿元,2005,29.09016561
辽宁省,单位产值农药使用量_吨每亿元,2006,27.85143529
辽宁省,单位产值农药使用量_吨每亿元,2007,28.7
辽宁省,单位产值农药使用量_吨每亿元,2008,28.1
辽宁省,单位产值农药使用量_吨每亿元,2009,28.1
辽宁省,单位产值农药使用量_吨每亿元,2010,34
辽宁省,单位产值农药使用量_吨每亿元,2011,26.2
辽宁省,单位产值农药使用量_吨每亿元,2012,26
辽宁省,单位产值化肥施用量_公斤每万元,1995,135.3
辽宁省,单位产值化肥施用量_公斤每万元,1996,123.4
辽宁省,单位产值化肥施用量_公斤每万元,1997,122.5
辽宁省,单位产值化肥施用量_公斤每万元,1998,106.6
辽宁省,单位产值化肥施用量_公斤每万元,1999,105.2
辽宁省,单位产值化肥施用量_公斤每万元,2000,100.1
辽宁省,单位产值化肥施用量_公斤每万元,2001,93.9
辽宁省,单位产值化肥施用量_公斤每万元,2002,88
辽宁省,单位产值化肥施用量_公斤每万元,2003,83
辽宁省,单位产值化肥施用量_公斤每万元,2004,80.6
辽宁省,单位产值化肥施用量_公斤每万元,2005,76.2
辽宁省,单位产值化肥施用量_公斤每万元,2006,72
辽宁省,单位产值化肥施用量_公斤每万元,2007,72.8
辽宁省,单位产值化肥施用量_公斤每万元,2008,69
辽宁省,单位产值化肥施用量_公斤每万元,2009,69.3
辽宁省,单位产值化肥施用量_公斤每万元,2010,68.7
辽宁省,单位产值化肥施用量_公斤每万元,2011,66.9
辽宁省,单位产值化肥施用量_公斤每万元,2012,64.8
辽宁省,单位产值工业固体废物排放总量_公斤每万元,1995,2477.3
辽宁省,单位产值工业固体废物排放总量_公斤每万元,1996,2271.6
辽宁省,单位产值工业固体废物排放总量_公斤每万元,1997,2048.4
辽宁省,单位产值工业固体废物排放总量_公斤每万元,1998,2048.8
辽宁省,单位产值工业固体废物排放总量_公斤每万元,1999,1949
辽宁省,单位产值工业固体废物排放总量_公斤每万元,2000,1794
辽宁省,单位产值工业固体废物排放总量_公斤每万元,2001,1711.6
辽宁省,单位产值工业固体废物排放总量_公斤每万元,2002,1608.7
辽宁省,单位产值工业固体废物排放总量_公斤每万元,2003,1461.2
辽宁省,单位产值工业固体废物排放总量_公斤每万元,2004,1394.1
辽宁省,单位产值工业固体废物排放总量_公斤每万元,2005,1426.9
辽宁省,单位产值工业固体废物排放总量_公斤每万元,2006,1587.5
辽宁省,单位产值工业固体废物排放总量_公斤每万元,2007,1521.4
辽宁省,单位产值工业固体废物排放总量_公斤每万元,2008,1481.9
辽宁省,单位产值工业固体废物排放总量_公斤每万元,2009,1424.4
辽宁省,单位产值工业固体废物排放总量_公斤每万元,2010,1251.1
辽宁省,单位产值工业固体废物排放总量_公斤每万元,2011,1824.9
辽宁省,单位产值工业固体废物排放总量_公斤每万元,2012,1607.5
辽宁省,单位产值工业废气排放总量_立方米每万元,1995,34675
辽宁省,单位产值工业废气排放总量_立方米每万元,1996,30524.8
辽宁省,单位产值工业废气排放总量_立方米每万元,1997,28205.7
辽宁省,单位产值工业废气排放总量_立方米每万元,1998,25051.8
辽宁省,单位产值工业废气排放总量_立方米每万元,1999,22938.8
辽宁省,单位产值工业废气排放总量_立方米每万元,2000,22373.5
辽宁省,单位产值工业废气排放总量_立方米每万元,2001,21853.6
辽宁省,单位产值工业废气排放总量_立方米每万元,2002,20660.3
辽宁省,单位产值工业废气排放总量_立方米每万元,2003,22624.2
辽宁省,单位产值工业废气排放总量_立方米每万元,2004,20435.4
辽宁省,单位产值工业废气排放总量_立方米每万元,2005,29122.1
辽宁省,单位产值工业废气排放总量_立方米每万元,2006,33177
辽宁省,单位产值工业废气排放总量_立方米每万元,2007,25402.8
辽宁省,单位产值工业废气排放总量_立方米每万元,2008,37624.3
辽宁省,单位产值工业废气排放总量_立方米每万元,2009,20853
辽宁省,单位产值工业废气排放总量_立方米每万元,2010,19523.1
辽宁省,单位产值工业废气排放总量_立方米每万元,2011,20463.9
辽宁省,单位产值工业废气排放总量_立方米每万元,2012,18807.9
辽宁省,单位产值工业废水排放总量_吨每万元,1995,108.1
辽宁省,单位产值工业废水排放总量_吨每万元,1996,90.3
辽宁省,单位产值工业废水排放总量_吨每万元,1997,74.5
辽宁省,单位产值工业废水排放总量_吨每万元,1998,61
辽宁省,单位产值工业废水排放总量_吨每万元,1999,54.8
辽宁省,单位产值工业废水排放总量_吨每万元,2000,48.8
辽宁省,单位产值工业废水排放总量_吨每万元,2001,42.7
辽宁省,单位产值工业废水排放总量_吨每万元,2002,37.4
辽宁省,单位产值工业废水排放总量_吨每万元,2003,34
辽宁省,单位产值工业废水排放总量_吨每万元,2004,30.7
辽宁省,单位产值工业废水排放总量_吨每万元,2005,30.5
辽宁省,单位产值工业废水排放总量_吨每万元,2006,26
辽宁省,单位产值工业废水排放总量_吨每万元,2007,23.4
辽宁省,单位产值工业废水排放总量_吨每万元,2008,19.8
辽宁省,单位产值工业废水排放总量_吨每万元,2009,18
辽宁省,单位产值工业废水排放总量_吨每万元,2010,15.8
辽宁省,单位产值工业废水排放总量_吨每万元,2011,15
辽宁省,单位产值工业废水排放总量_吨每万元,2012,14.1
辽宁省,单位产值建设用地消耗_亩每亿元,1995,6932.5
辽宁省,单位产值建设用地消耗_亩每亿元,1996,6629.6
辽宁省,单位产值建设用地消耗_亩每亿元,1997,6313.8
辽宁省,单位产值建设用地消耗_亩每亿元,1998,6038.6
辽宁省,单位产值建设用地消耗_亩每亿元,1999,5773.8
辽宁省,单位产值建设用地消耗_亩每亿元,2000,5479
辽宁省,单位产值建设用地消耗_亩每亿元,2001,5038.9
辽宁省,单位产值建设用地消耗_亩每亿元,2002,3918.5
辽宁省,单位产值建设用地消耗_亩每亿元,2003,3524.2
辽宁省,单位产值建设用地消耗_亩每亿元,2004,3209.8
辽宁省,单位产值建设用地消耗_亩每亿元,2005,2863
辽宁省,单位产值建设用地消耗_亩每亿元,2006,2524.7
辽宁省,单位产值建设用地消耗_亩每亿元,2007,2213.9
辽宁省,单位产值建设用地消耗_亩每亿元,2008,1962.9
辽宁省,单位产值建设用地消耗_亩每亿元,2009,1770.3
辽宁省,单位产值建设用地消耗_亩每亿元,2010,1616.6
辽宁省,单位产值建设用地消耗_亩每亿元,2011,1492.5
辽宁省,单位产值建设用地消耗_亩每亿元,2012,1369.8
辽宁省,单位产值烟粉尘排放排放总量_公斤每万元,1999,32.8
辽宁省,单位产值烟粉尘排放排放总量_公斤每万元,2000,29.1
辽宁省,单位产值烟粉尘排放排放总量_公斤每万元,2001,24
辽宁省,单位产值烟粉尘排放排放总量_公斤每万元,2002,19.3
辽宁省,单位产值烟粉尘排放排放总量_公斤每万元,2003,16.6
辽宁省,单位产值烟粉尘排放排放总量_公斤每万元,2004,14.5
辽宁省,单位产值烟粉尘排放排放总量_公斤每万元,2005,16.7
辽宁省,单位产值烟粉尘排放排放总量_公斤每万元,2006,13.8
辽宁省,单位产值烟粉尘排放排放总量_公斤每万元,2007,12
辽宁省,单位产值烟粉尘排放排放总量_公斤每万元,2008,9
辽宁省,单位产值烟粉尘排放排放总量_公斤每万元,2009,6.9
辽宁省,单位产值烟粉尘排放排放总量_公斤每万元,2010,5.8
辽宁省,单位产值烟粉尘排放排放总量_公斤每万元,2011,4.3
辽宁省,单位产值烟粉尘排放排放总量_公斤每万元,2012,4.1
辽宁省,单位农业产值COD排放量_公斤每万元,2011,40.83
辽宁省,单位农业产值COD排放量_公斤每万元,2012,38.06
辽宁省,单位农业产值塑料地膜使用量_公斤每万元,1995,9.99
辽宁省,单位农业产值塑料地膜使用量_公斤每万元,1996,9.48
辽宁省,单位农业产值塑料地膜使用量_公斤每万元,1997,10.63
辽宁省,单位农业产值塑料地膜使用量_公斤每万元,1998,9.39
辽宁省,单位农业产值塑料地膜使用量_公斤每万元,1999,8.54
辽宁省,单位农业产值塑料地膜使用量_公斤每万元,2000,9.2
辽宁省,单位农业产值塑料地膜使用量_公斤每万元,2001,9.07
辽宁省,单位农业产值塑料地膜使用量_公斤每万元,2002,9.19
辽宁省,单位农业产值塑料地膜使用量_公斤每万元,2003,7.6
辽宁省,单位农业产值塑料地膜使用量_公斤每万元,2004,7.26
辽宁省,单位农业产值塑料地膜使用量_公斤每万元,2005,7.45
辽宁省,单位农业产值塑料地膜使用量_公斤每万元,2006,7.44
辽宁省,单位农业产值塑料地膜使用量_公斤每万元,2007,8.14
辽宁省,单位农业产值塑料地膜使用量_公斤每万元,2008,7.59
辽宁省,单位农业产值塑料地膜使用量_公斤每万元,2009,7.98
辽宁省,单位农业产值塑料地膜使用量_公斤每万元,2010,7.93
辽宁省,单位农业产值塑料地膜使用量_公斤每万元,2011,8.39
辽宁省,单位农业产值塑料地膜使用量_公斤每万元,2012,8.16
辽宁省,单位农业产值总氮排放量_公斤每万元,2011,9.25
辽宁省,单位农业产值总氮排放量_公斤每万元,2012,9.04
辽宁省,单位农业产值总磷排放量_公斤每万元,2011,1.29
辽宁省,单位农业产值总磷排放量_公斤每万元,2012,1.23
辽宁省,单位农业产值柴油使用量_公斤每万元,1995,67.73
辽宁省,单位农业产值柴油使用量_公斤每万元,1996,58.84
