district,hurt,time,place
3101170201400190,伤人事故,2014-12-8 11:31:00,新松江路出三新北路东约500米
3102309201400090,死亡事故,2014-8-8 2:58:00,沪陕高速东侧44km约700米
3101179201400130,死亡事故,2014-9-14 23:19:00,新松江路进西林北路西约100米
3101142201400130,死亡事故,2014-10-2 6:03:00,百安公路园耀路东约1米
3101168201400090,死亡事故,2014-10-20 21:05:00,沈海高速西侧亭卫公路出口
3101148201400160,死亡事故,2014-11-17 21:15:00,京沪高速进沪1216.3km约0米
3101017201400020,伤人事故,2014-7-21 9:52:00,打浦路隧道中山南一路南约200米
3101130201400190,死亡事故,2014-11-7 15:18:00,水产路进铁力路东约100米
3101151201400450,死亡事故,2014-10-11 11:00:00,华夏中路张江路东约1米
3101175201400140,死亡事故,2014-10-2 21:44:00,长石公路进甘德公路(东)南约200米
3101177201400160,死亡事故,2014-10-27 12:45:00,车亭公路进同建公路南约500米
3101166201500010,死亡事故,2015-1-20 9:38:00,沈海高速东侧亭卫公路入口前约20米
3101078201400090,死亡事故,2014-11-20 10:20:00,真南路出真北路西约50米
3101158201400470,死亡事故,2014-10-26 22:57:00,内环高架外侧浦东内环高架内圈锦绣下匝道前约300米
3101074201400090,伤人事故,2014-10-4 6:35:00,中山北路光新路东约5米
3101044201400050,伤人事故,2014-8-19 22:38:00,漕溪北路出南丹东路约5米
3101089201400040,死亡事故,2014-11-3 14:16:00,中兴路共和新路北约1米
3101122201400290,伤人事故,2014-11-26 12:56:00,三鲁公路沈杜公路北约30米
3101047201400090,死亡事故,2014-12-26 20:01:00,桂林路进吴中路南约250米
3101094201400040,死亡事故,2014-11-26 10:42:00,瑞虹路出天镇路北约50米
3101137201400120,死亡事故,2014-7-10 20:25:00,富联路进宝安公路北约60米
3101136201400140,伤人事故,2014-8-7 14:36:00,长江西路进郁江巷路西约500米
3101171201400150,死亡事故,2014-10-18 11:14:00,泗陈公路进沪松公路西约100米
3101154201400540,死亡事故,2014-12-3 18:50:00,浦东北路航津路北约1米
3101043201400040,死亡事故,2014-7-30 15:57:00,华泾路出位育路西约50米
3101126201400250,伤人事故,2014-10-13 15:52:00,北青公路华翔路西北约5米
3101133201400200,伤人事故,2014-12-12 17:44:00,友谊路铁力路路口
3101129201400210,伤人事故,2014-9-11 20:00:00,中春路颛盛路北约30米
3101157201400370,死亡事故,2014-8-23 8:35:00,古棕路出美人蕉路西约200米
3101133201400190,伤人事故,2014-11-10 21:29:00,南大路出制革路西约10米
3101123201400220,伤人事故,2014-9-18 12:21:00,联友路出纪高路北约200米
3101120201400250,死亡事故,2014-10-14 11:35:00,吴中路合川路东约0米
3101176201400150,死亡事故,2014-10-21 19:54:00,大叶公路车亭公路东约5米
3101101201400030,死亡事故,2014-9-23 23:20:00,中原路翔殷路北约200米
3101129201400300,伤人事故,2014-12-6 6:23:00,联友路纪高路西北约3米
3101078201400060,死亡事故,2014-7-18 11:45:00,真光路出梅川路南约150米
3101152201400400,死亡事故,2014-9-15 13:36:00,卫行路出华夏西路南约360米
3101167201400100,死亡事故,2014-11-9 21:00:00,金廊公路进亭枫公路南约1000米
3102306201400110,死亡事故,2014-10-15 17:50:00,合五公路进北沿公路南约1100米
3102309201400120,死亡事故,2014-11-8 19:07:00,翠竹路进佘山岛路东约200米
3101167201400130,死亡事故,2014-12-28 19:55:00,松金公路亭枫公路东南约3米
3101175201500020,伤人事故,2015-1-13 17:04:00,昆港公路出光华路南约100米
3101152201400580,死亡事故,2014-12-23 18:20:00,川沙路迎宾高速北侧川沙路上匝道北约1米
3101177201400160,死亡事故,2014-11-3 12:28:00,叶新公路进松金公路东约800米
3101157201400560,死亡事故,2014-12-18 14:42:00,榕桥路金京路东约2米
3101176201400190,伤人事故,2014-12-6 9:08:00,昆港公路出佘天昆公路南约300米
3101070201400090,死亡事故,2014-10-16 15:22:00,曹杨路出固川路北约80米
3102234201400000,死亡事故,2014-11-11 9:55:00,华申路富特西一路东约00米
3101125201400300,伤人事故,2014-12-5 9:42:00,虹梅路出吴中路南约50米
3102218201400020,死亡事故,2014-11-3 10:08:00,东海大道进能源路西约300米
3101121201400280,伤人事故,2014-11-17 20:38:00,浦星公路永南路北约0米
3101159201500040,死亡事故,2015-1-30 8:46:00,东亭路进晚霞路南约300米
3101120201400230,死亡事故,2014-9-23 19:10:00,江川路进昆阳路西约1000米
3101159201400410,死亡事故,2014-9-20 19:56:00,杨高北路东陆路东约10米
3101127201400290,伤人事故,2014-11-30 17:10:00,江川路菱川路东约0米
3101098201400030,伤人事故,2014-10-25 11:55:00,周家嘴路进通州路东约50米
3101121201400310,伤人事故,2014-12-12 14:09:00,江川路出瑞丽路西约150米
3101154201400460,死亡事故,2014-10-23 14:20:00,锦绣路进高青路南约150米
3101121201400270,伤人事故,2014-10-29 18:48:00,三鲁公路东方一路北约10米
3101209201400190,死亡事故,2014-12-3 19:31:00,叶庄公路东侧1km约200米
3101152201500030,死亡事故,2015-1-28 17:25:00,川桥路金港路东约1米
3101171201500010,伤人事故,2015-1-2 14:15:00,玉树路出松汇西路南约100米
3101149201400160,死亡事故,2014-11-22 17:25:00,博园路联西路东约1米
3101142201400150,死亡事故,2014-11-17 19:00:00,金昌西路嘉松北路北约2米
3101173201500000,伤人事故,2015-1-6 22:22:00,上海绕城高速西侧129.2km约20米
3101205201500000,死亡事故,2015-1-8 7:44:00,环城南路环城西路东约1米
3101175201500010,伤人事故,2015-1-13 7:46:00,沪松公路张泾路东约1米
3102305201500000,死亡事故,2015-1-9 8:15:00,三双公路出利民路北约200米
3101171201400190,死亡事故,2014-12-10 7:53:00,九泾路进涞寅路北约3米
3101159201500060,死亡事故,2015-2-24 22:25:00,杨高中路进金新路西约10米
3101128201400270,伤人事故,2014-10-29 18:36:00,兰竹路出青杉路北约100米
3101179201400130,死亡事故,2014-9-18 18:34:00,人民北路进思贤路南约100米
3102268201400000,死亡事故,2014-10-7 17:29:00,目华路出北河路北约37米
3101158201400480,死亡事故,2014-11-3 16:10:00,沪南公路沉香村
3101203201400110,死亡事故,2014-9-7 6:25:00,望园路进航南公路北约1000米
3101145201400140,死亡事故,2014-11-3 17:14:00,娄陆公路嘉唐公路东约1000米
3101207201400170,死亡事故,2014-10-18 16:50:00,海湾路南海公路东约2米
3102306201400140,死亡事故,2014-12-8 9:05:00,港沿公路出草港公路北约500米
3101172201500020,伤人事故,2015-1-8 7:18:00,莘砖公路出九新公路东约120米
3101120201400290,死亡事故,2014-11-24 19:05:00,虹梅南路出金都路北约300米
3101129201500010,死亡事故,2015-1-14 4:06:00,吴中路进虹梅路西约150米
3101170201400170,死亡事故,2014-11-5 8:20:00,昆港公路港兴路东约10米
3101150201400470,死亡事故,2014-10-26 15:15:00,老芦公路进同顺大道北约1000米
3101179201500020,伤人事故,2015-1-14 19:50:00,松东路出环城路北约200米
3101170201500030,伤人事故,2015-1-23 21:10:00,龙源路进文汇路北约800米
3101128201500030,死亡事故,2015-3-2 9:46:00,东川路天星路西约0米
3101043201400070,死亡事故,2014-11-11 12:26:00,田东路出漕东支路东约150米
3101203201400180,死亡事故,2014-12-2 20:15:00,团青公路北唐路东约1米
3101054201500000,死亡事故,2015-1-17 22:05:00,虹桥路出中山西路东约250米
3101130201400210,伤人事故,2014-12-14 8:55:00,水产路进牡丹江路西约100米
3101154201400430,死亡事故,2014-10-3 9:15:00,周祝公路进南祝路(西)西约1000米
3101127201400280,伤人事故,2014-11-9 13:29:00,三鲁公路联航路北约0米
3101139201400170,死亡事故,2014-10-10 8:53:00,月春路进月罗路南约100米
3101131201400140,死亡事故,2014-8-15 7:28:00,江杨北路东侧0km约98米
3101054201400030,死亡事故,2014-11-19 1:39:00,外环高速东侧71.5km前约0米
3101187201400510,死亡事故,2014-11-23 11:39:00,崧泽大道诸光路东南约5米
3101120201500010,伤人事故,2015-1-25 17:03:00,北青公路华翔路西南约15米
3101125201400230,伤人事故,2014-9-28 7:20:00,浦星公路进鲁南路北约500米
3101123201500040,伤人事故,2015-3-20 7:35:00,沧源路进景谷东路北约150米
3101162201400130,死亡事故,2014-12-18 10:42:00,漕廊公路进秦弯路东约1000米
3101051201400040,死亡事故,2014-12-4 17:41:00,虹桥路出凯旋路西约20米
3101201201400160,死亡事故,2014-11-14 11:06:00,平庄西路六墩村中心路东约1米
3101130201400180,死亡事故,2014-10-26 7:15:00,朗枫路沪太路东约1米
3101154201400530,死亡事故,2014-11-30 17:50:00,沪南公路沉香村
3101207201400110,死亡事故,2014-9-8 22:00:00,浦卫公路进科工路北约200米
3101150201400430,死亡事故,2014-10-2 22:49:00,秀沿路进康新公路东约150米
3102308201400130,死亡事故,2014-11-23 9:25:00,北陈公路出陈彷公路北约1000米
3101129201400240,伤人事故,2014-9-29 21:44:00,元江路莲花南路西约0米
3101129201500010,伤人事故,2015-1-20 19:32:00,浦星公路沈杜公路北约0米
3101124201400260,伤人事故,2014-10-23 10:10:00,浦星公路进联航路北约150米
3101153201500000,死亡事故,2015-1-1 4:17:00,东川公路金海路东约2米
3101122201400310,伤人事故,2014-12-15 15:55:00,吴中路进吴宝路东约5米
3101205201400190,死亡事故,2014-12-14 17:30:00,奉柘公路进钦林南路东约100米
3101143201400170,死亡事故,2014-12-16 18:32:00,伊宁路环南四路(南)西约100米
3101204201400200,死亡事故,2014-12-29 8:05:00,胡桥新街进浦卫公路东约150米
3101183201500010,死亡事故,2015-1-14 17:37:00,漕盈公路清河湾路(南)南约10米
3101209201400160,死亡事故,2014-11-8 10:30:00,浦卫公路光明中心路西约300米
3101153201400430,死亡事故,2014-10-2 20:30:00,沔北路孙桥路西约1000米
3101154201400570,死亡事故,2014-12-21 17:50:00,川沙路进川图路北约2米
3101178201500040,伤人事故,2015-1-24 12:27:00,辰花公路龙源路北约10米
3101156201400410,死亡事故,2014-9-22 16:15:00,南芦公路出马五公路西约400米
3101127201400270,伤人事故,2014-10-28 13:00:00,剑川路进沧源路东约300米
3101062201400040,死亡事故,2014-10-14 10:02:00,新闸路石门二路西约2米
3101142201400150,死亡事故,2014-11-10 14:43:00,嘉新公路宝安公路东约1米
3101202201400200,死亡事故,2014-12-25 7:00:00,浦星公路进奉柘公路西约100米
3101139201400220,财产损失事故,2014-12-29 7:30:00,沪太路行知路东约1米
3101137201400190,死亡事故,2014-11-1 20:53:00,宝杨路通达路东约1米
3101017201400020,死亡事故,2014-9-25 22:45:00,金陵中路进普安路东约70米
3101090201400030,死亡事故,2014-11-23 15:52:00,奎照路进凉城路西约100米
3101146201400150,死亡事故,2014-11-4 5:30:00,外环高速东侧75.6km约1米
3101157201400470,死亡事故,2014-10-26 15:12:00,金沪路新金桥路东约10米
3101148201400160,死亡事故,2014-11-30 10:58:00,曹安公路万镇路西约200米
3101205201400110,死亡事故,2014-9-9 5:33:00,大叶公路东侧25km约100米
3101157201400450,死亡事故,2014-10-14 9:34:00,外环高速外侧18km约50米
3101132201400160,死亡事故,2014-10-5 13:55:00,江杨南路进长江西路南约1377米
3101096201400030,死亡事故,2014-11-18 10:11:00,四川北路海宁路西约00米
3101157201400550,死亡事故,2014-12-10 10:55:00,东川公路凌白公路东约1米
3101175201400190,死亡事故,2014-12-9 15:55:00,广富林路辰塔路西南约15米
3101065201400040,死亡事故,2014-11-1 14:45:00,武宁南路康定路南约8米
3101121201400280,死亡事故,2014-11-14 2:50:00,申嘉湖高速西侧33km约300米
3101134201400220,伤人事故,2014-12-29 17:18:00,牡丹江路盘古路路口
3101153201500010,死亡事故,2015-1-8 10:50:00,世博大道进白莲泾路南约10米
3101153201500010,死亡事故,2015-1-3 15:16:00,新环东路进牌楼东路东约150米
3101017201400030,死亡事故,2014-9-27 10:35:00,鲁班路斜土路北约0米
3101177201400170,死亡事故,2014-11-21 12:50:00,沪昆高速西侧沪昆高速枫泾收费站广场前约100米
3101088201500000,伤人事故,2015-1-13 19:22:00,共和新路出大宁路北约500米
3101148201400150,死亡事故,2014-11-13 19:05:00,胜竹路永新路东约0米
3101208201400200,死亡事故,2014-12-27 17:30:00,航南公路出泰西路西约5米
3101204201400200,死亡事故,2014-12-27 7:10:00,浦星公路东侧30km约100米
3101054201400030,死亡事故,2014-11-14 10:48:00,古北路出长宁路南约10米
3101103201400060,死亡事故,2014-11-18 14:10:00,嫩江路出中原路西约150米
3101131201400220,财产损失事故,2014-12-29 23:28:00,樟岭路盘古路东约0米
3101209201400150,死亡事故,2014-11-2 18:46:00,扶港路进大叶公路北约100米
3101161201400100,死亡事故,2014-11-10 8:10:00,亭卫公路进大慈路南约200米
3101166201400130,死亡事故,2014-12-11 17:42:00,其他路蔷薇村
3101089201400040,死亡事故,2014-11-7 11:07:00,沪太路出华阴路北约60米
3101145201400160,死亡事故,2014-11-21 17:55:00,徐潘路出劳动路东约300米
3102219201400020,伤人事故,2014-11-14 9:17:00,港建路申东路口
3101145201400170,伤人事故,2014-12-14 6:00:00,博园路新黄路西约10米
3101045201400080,死亡事故,2014-12-19 12:18:00,冠生园路出桂林路东约100米
3101129201500000,死亡事故,2015-1-3 6:30:00,华宁路出北松公路南约300米
3101174201400200,死亡事故,2014-12-26 22:50:00,车亭公路出叶新公路北约1000米
3101152201400400,死亡事故,2014-9-15 14:20:00,南六公路出宣春路南约500米
3101136201400200,死亡事故,2014-12-12 22:46:00,长江路长江南路西约30米
3101094201400030,死亡事故,2014-11-8 8:40:00,四川北路邢家桥南路北约20米
3101170201400140,死亡事故,2014-10-7 17:06:00,卖新公路马明路西北约10米
3101170201400200,伤人事故,2014-12-20 9:43:00,泗砖路出长施公路南约70米
3101150201400440,死亡事故,2014-10-5 21:45:00,沪城环路出橄榄路南约200米
3101157201400480,死亡事故,2014-11-2 18:40:00,沪南公路出沈庄路南约100米
3101136201400220,财产损失事故,2014-12-29 15:00:00,江杨北路进富锦路北约20米
3101172201400160,伤人事故,2014-10-24 7:37:00,辰花路出沪松公路西约10米
3102239201400000,伤人事故,2014-10-28 8:33:00,富特中路出新灵路北约50米
3101144201400180,死亡事故,2014-12-24 21:18:00,沈石路进宝安公路西约100米
3101178201500030,伤人事故,2015-1-19 15:45:00,荣乐东路出联阳路东约20米
3101124201400250,伤人事故,2014-10-13 11:11:00,中春路北松公路南约200米
3101125201400260,死亡事故,2014-10-24 20:15:00,沪闵路莘建路西约0米
3101179201400160,死亡事故,2014-10-28 8:45:00,北松公路进香泾路东约10米
3102303201500000,死亡事故,2015-1-10 18:00:00,北沿公路进小洋公路东约1500米
3101182201400550,死亡事故,2014-12-22 16:55:00,练西公路进沪青平公路南约1000米
3101140201500000,死亡事故,2015-1-1 23:35:00,临洮路靖远路东约1米
3101129201500020,死亡事故,2015-2-24 16:22:00,北翟路南华街西北约15米
3101167201400100,死亡事故,2014-10-24 20:32:00,金廊公路进朱吕公路北约200米
3101172201500000,死亡事故,2015-1-2 6:08:00,沪松路进繁华路南约50米
3101124201500000,死亡事故,2015-1-1 19:30:00,吴中路进桂林北路西约200米
3101136201400160,死亡事故,2014-10-9 13:19:00,洛场路进场联路西约100米
3101186201500060,伤人事故,2015-3-11 8:45:00,沪青平公路进前云路南约200米
3101146201500030,死亡事故,2015-3-26 8:43:00,柳湖路树屏路东约1米
3101183201500020,死亡事故,2015-2-2 7:20:00,沪青平公路蟠龙路西北约5米
3101173201500100,伤人事故,2015-4-16 19:48:00,方塔北路美能达路北约20米
3101175201500000,死亡事故,2015-1-5 19:15:00,姚北公路出沪亭南路东约20米
3101186201500010,死亡事故,2015-1-24 14:23:00,练西公路进老朱枫公路西约600米
3101144201400170,死亡事故,2014-12-11 19:55:00,胜辛南路进宝安公路东约300米
3101153201500030,死亡事故,2015-1-22 12:56:00,沪南公路观海路东约1米
3101122201500000,死亡事故,2015-1-7 22:30:00,北翟路七莘路东南约12米
3101179201500010,伤人事故,2015-1-1 11:33:00,泗凤公路刘五公路东约5米
3101151201500070,死亡事故,2015-3-3 14:24:00,顾高公路出陈邵路西约350米
3101155201400510,死亡事故,2014-11-17 20:41:00,张杨北路外环高速外侧张杨北路上匝道西约5米
3101153201400490,死亡事故,2014-11-6 11:07:00,昌里路洪山路东约1米
3101091201400030,死亡事故,2014-10-29 17:00:00,东长治路进高阳路西约100米
3101016201400030,死亡事故,2014-11-10 18:10:00,人民路新开河路北约0米
3101075201400100,死亡事故,2014-12-26 20:28:00,曹杨路进宁夏路北约50米
3101143201500020,死亡事故,2015-2-22 23:50:00,沪宜公路永盛路西约5米
3101138201400150,死亡事故,2014-9-21 7:43:00,江杨北路出友谊路南约200米
3101179201500010,伤人事故,2015-1-4 1:05:00,上海绕城高速东侧139km约900米
3101156201400570,死亡事故,2014-12-19 12:25:00,人民西路进大川公路西约800米
3101162201400140,死亡事故,2014-12-30 14:40:00,金石南路进漕廊公路北约1000米
3101096201500000,伤人事故,2015-1-18 12:50:00,临平路瑞虹路东约0米
3101147201400180,死亡事故,2014-12-27 9:20:00,博乐南路嘉罗公路东约1米
3101142201500010,死亡事故,2015-2-7 1:18:00,叶城路出永盛路西约50米
3101135201400170,死亡事故,2014-10-12 16:26:00,罗北路进罗溪路东约389米
3101157201400550,死亡事故,2014-12-8 21:20:00,外环高速外侧22km约10米
3101131201400200,死亡事故,2014-12-7 12:50:00,泰和路进同济路西约20米
3101123201400270,伤人事故,2014-10-29 13:35:00,联友路进鸣嘉路北约300米
3101124201400260,死亡事故,2014-10-24 10:15:00,沧源路进剑川路南约300米
3101178201500020,伤人事故,2015-1-13 11:45:00,昆港公路进平原街南约50米
3101121201400310,伤人事故,2014-12-12 8:50:00,春申路出虹梅南路东约200米
3103014201400010,伤人事故,2014-9-15 7:20:00,卢浦大桥西侧LDX-048约0米
3101174201400150,伤人事故,2014-10-24 17:37:00,广富林东路中创路南约15米
3101152201400520,死亡事故,2014-11-22 10:30:00,南六公路朱明连路西约1米
3101059201400030,死亡事故,2014-11-25 6:03:00,仙霞西路平塘路东约5米
3101153201400530,死亡事故,2014-12-4 6:09:00,高桥江东路出凌海路北约150米
3101172201500040,死亡事故,2015-2-12 5:55:00,荣乐西路出玉树路东约500米
3101120201400240,死亡事故,2014-10-10 9:40:00,昆阳路剑川路北约200米
3101157201400400,死亡事故,2014-9-16 10:48:00,罗山路博山路西北约5米
3101168201500000,死亡事故,2015-1-7 7:45:00,松卫南路进漕廊公路南约20米
3101140201400180,死亡事故,2014-12-22 6:40:00,沪宜公路进世盛路西约10米
3101155201400510,死亡事故,2014-11-20 23:20:00,五洲大道南侧杨高北路上匝道
3101154201400430,死亡事故,2014-9-29 10:23:00,新元南路两港大道东约5米
3101150201500030,死亡事故,2015-1-24 10:10:00,康桥东路康新公路北约20米
3101154201400580,死亡事故,2014-12-25 11:40:00,外环高速外侧13.3km约1米
3101139201500050,伤人事故,2015-3-20 22:20:00,沪太路纬地路东约1米
3101132201400200,死亡事故,2014-11-19 9:52:00,金石路沪太路路口
3101147201500000,死亡事故,2015-1-14 17:30:00,嘉行公路进施钱路南约1000米
3101206201400170,死亡事故,2014-11-24 15:40:00,林海公路进上塑路北约100米
3101148201400180,死亡事故,2014-12-28 17:36:00,徐曹路开源路东约20米
3101133201500040,伤人事故,2015-3-3 15:20:00,铁山路进水产路南约900米
3101156201400500,死亡事故,2014-11-10 23:50:00,华夏西路进康杉路西约80米
3101139201400190,死亡事故,2014-11-8 18:33:00,其他路洋桥村沈家宅
3101141201500010,死亡事故,2015-2-4 14:45:00,沪嘉高速东侧23公里km约800米
3101176201500000,死亡事故,2015-1-1 17:38:00,大叶公路出车亭公路东约850米
3101179201500020,伤人事故,2015-1-18 12:23:00,松卫北路进塔闵公路北约80米
3101154201400450,死亡事故,2014-10-14 0:43:00,上海绕城高速外侧54.6km约10米
3101122201400260,死亡事故,2014-10-25 4:57:00,七莘路中谊路西约0米
3101156201400530,死亡事故,2014-11-29 15:17:00,金海路顾唐路东约2米
3101139201400220,伤人事故,2014-12-29 16:30:00,长江南路进淞塘路东约200米
3101138201400220,伤人事故,2014-12-29 20:50:00,淞宝路淞青路西约0米
3101145201400180,死亡事故,2014-12-25 16:45:00,宝安公路宝中路东约1米
3101171201500010,伤人事故,2015-1-14 0:05:00,南乐路出新车公路西约200米
3101132201400230,死亡事故,2014-12-31 5:21:00,金石路潘泾路路口
3101182201500020,死亡事故,2015-1-26 10:15:00,华重公路进嘉松中路西约100米
3101055201400040,死亡事故,2014-12-27 20:06:00,长宁路中山西路南约5米
3101072201400090,死亡事故,2014-10-30 20:38:00,交通路进中山北路西约100米
3101137201400180,死亡事故,2014-10-24 21:25:00,沪太公路曹新公路路口
3101150201500020,死亡事故,2015-1-15 16:42:00,高木桥路进孙环路东约1米
3101174201500040,伤人事故,2015-1-24 14:57:00,叶家公路出沪松公路东约100米
3101157201400530,死亡事故,2014-11-30 11:40:00,老芦公路出塘北路北约500米
3101126201400260,伤人事故,2014-10-26 9:45:00,立跃路万芳路东约10米
3101178201400180,死亡事故,2014-11-21 20:15:00,莘松路出场西路东约300米
3101205201400110,死亡事故,2014-9-17 11:10:00,平庄东路沿钱公路东约3米
3101202201400130,死亡事故,2014-10-4 14:10:00,平庄东路奉柘公路西约200米
3101051201400030,死亡事故,2014-10-29 18:09:00,华山路出江苏路南约200米
3101131201400200,死亡事故,2014-12-1 14:07:00,外环高速内侧85km约100米
3101141201400180,死亡事故,2014-12-24 20:45:00,北大街进温宿路北约500米
3101159201400550,死亡事故,2014-12-12 6:12:00,东川公路金海路东南约15米
3102303201400150,死亡事故,2014-12-26 6:00:00,团城公路进新申公路东约300米
3102301201400110,伤人事故,2014-10-6 19:10:00,陈海公路堡镇北路南约15米
3101158201400460,死亡事故,2014-10-18 16:25:00,川南奉公路出下盐路北约400米
3101151201400520,死亡事故,2014-11-26 15:42:00,其他路康桥镇锦绣华都小区
3101154201500000,死亡事故,2015-1-1 3:05:00,华夏东路出凌空路东约150米
3101184201400530,死亡事故,2014-12-13 2:14:00,华青南路出沪青平公路北约300米
3101178201500020,伤人事故,2015-1-14 16:58:00,荣乐东路东兴路南约10米
3101173201500050,死亡事故,2015-3-16 7:14:00,荣乐东路松卫北路东南约15米
3101139201400170,伤人事故,2014-10-19 16:00:00,水产路进同泰北路西约200米
3101148201400140,死亡事故,2014-10-31 2:50:00,沈海高速东侧1271.3km约1米
3101154201400520,死亡事故,2014-11-21 22:09:00,外环高速内侧14km约700米
3101158201500030,死亡事故,2015-1-27 21:00:00,申嘉湖高速南侧27.3km约30米
3101122201500000,死亡事故,2015-1-7 21:00:00,沪闵路灯辉路北约50米
3101013201400020,伤人事故,2014-9-11 16:05:00,南京东路西藏中路南约0米
3101153201400420,死亡事故,2014-9-24 23:10:00,申嘉湖高速南侧22.8km约50米
3101135201400190,死亡事故,2014-11-14 11:14:00,新川沙路潘泾路东约1米
3101136201400190,死亡事故,2014-11-5 11:36:00,平遥路沪太路东约1米
3101173201500020,伤人事故,2015-1-13 18:30:00,广富林东路出中凯路西约100米
3101175201400200,伤人事故,2014-12-30 14:50:00,沪松公路广富林路东北约15米
3101170201400190,伤人事故,2014-12-9 6:24:00,古楼公路出嘉松南路东约50米
3101158201500010,死亡事故,2015-1-6 18:02:00,川沙路进民春路南约400米
3101141201400170,死亡事故,2014-12-13 7:55:00,丰华公路丰庄西路西约300米
3101081201400040,伤人事故,2014-9-26 5:35:00,共和新路永和路北约1米
3101188201500010,死亡事故,2015-1-17 1:55:00,沪渝高速南侧25km约600米
3101201201400180,死亡事故,2014-11-30 20:37:00,大叶公路东侧30km约100米
3101150201400580,死亡事故,2014-12-24 13:42:00,高科东路齐爱路东约1米
3101173201400170,死亡事故,2014-11-8 6:00:00,青昆公路出青天路南约50米
3101127201400250,死亡事故,2014-10-19 23:49:00,纪翟路朱建路东南约10米
3101073201500000,死亡事故,2015-1-15 0:45:00,真南路水厂路东约0米
3101209201400190,死亡事故,2014-12-18 18:20:00,航塘公路进南奉公路南约700米
3101185201400520,死亡事故,2014-12-5 5:30:00,白石公路老白石公路南约10米
3101153201400560,死亡事故,2014-12-20 10:50:00,老芦公路港北路口
3101140201400150,死亡事故,2014-11-8 17:15:00,墨玉路进昌吉路北约150米
3101154201400440,死亡事故,2014-10-9 20:09:00,港城路出江泉路东约10米
3101163201400120,死亡事故,2014-12-1 9:35:00,亭卫公路红旗东路东约1米
3101157201400460,死亡事故,2014-10-19 22:23:00,浦星公路出红临路北约300米
3101147201400150,死亡事故,2014-11-4 22:28:00,外环高速外侧75.7km约1米
3101129201500050,伤人事故,2015-3-29 22:47:00,漕宝路莲花路西约5米
3101132201500020,伤人事故,2015-1-19 8:25:00,沪太公路顾太路路口
3101138201400140,死亡事故,2014-8-27 6:32:00,江杨南路呼兰路东约1米
3101170201400210,死亡事故,2014-12-15 15:43:00,松卫北路进泖亭路北约10米
3101174201400180,死亡事故,2014-12-1 23:34:00,长兴路进沪松公路东约20米
3101154201500010,死亡事故,2015-1-8 20:30:00,济阳路进三航路北约500米
3101159201500110,死亡事故,2015-4-1 21:55:00,外环高速东侧30km约1米
3101127201500010,伤人事故,2015-1-27 22:30:00,景谷路华宁路东约0米
3101179201500010,伤人事故,2015-1-13 7:05:00,荣乐东路出方塔北路东约100米
3101148201400170,死亡事故,2014-12-15 16:34:00,银翔路槎溪路东约1米
3101090201400030,死亡事故,2014-11-22 18:50:00,霍山路大连路南约00米
3101189201500010,死亡事故,2015-1-16 14:00:00,沈太路进沈砖公路南约4000米
3101129201500000,死亡事故,2015-1-8 7:25:00,虹梅南路进澄江路南约500米
3102306201400120,死亡事故,2014-11-1 17:40:00,北沿公路进港沿公路东约1000米
3101154201400520,死亡事故,2014-11-23 9:15:00,大治河路进英墩路西约800米
3101094201400040,死亡事故,2014-12-13 1:07:00,汶水东路出逸仙路西约100米
3101148201400160,死亡事故,2014-12-4 4:10:00,泽普路进墨玉路西约200米
3101127201400290,死亡事故,2014-11-24 18:52:00,银春路沪闵路西约600米
3101169201400120,死亡事故,2014-12-2 6:29:00,漕廊公路进张溪路东约1米
3102302201400120,死亡事故,2014-11-8 7:00:00,其他路港沿镇惠中村
3101205201400160,死亡事故,2014-11-5 7:12:00,环城南路通阳路东约1米
3101158201500080,死亡事故,2015-3-17 9:08:00,高桥江东路进草高公路西约150米
3101176201400190,死亡事故,2014-12-10 13:27:00,沈海高速西侧1314km约47米
3101134201400210,财产损失事故,2014-12-26 8:10:00,泰和路同济路路口东侧约200米处
3101180201400500,死亡事故,2014-11-20 21:30:00,崧泽大道赵重公路北约5米
3101134201400210,死亡事故,2014-12-29 13:58:00,联杨路进长联路南约100米
3101148201400150,死亡事故,2014-11-14 6:47:00,恒飞路百安公路西约500米
3101157201400530,死亡事故,2014-11-30 22:30:00,世纪大道出商城路东约33米
3101149201400170,伤人事故,2014-12-20 17:39:00,宝钱公路嘉唐公路东约500米
3101159201400560,死亡事故,2014-12-20 5:50:00,三宣公路进南团公路西约2000米
3101131201400190,伤人事故,2014-11-14 7:20:00,宝安公路进菊泉街东约50米
3101177201500020,伤人事故,2015-1-11 16:10:00,洞薛路进洞薛路洞西路东约2米
3101137201500030,死亡事故,2015-2-7 12:13:00,军工路出淞军路西约300米
3101142201400130,死亡事故,2014-9-23 16:55:00,和静路22弄7号门前东西向小路
3101179201400190,伤人事故,2014-12-4 5:30:00,易富路进九新公路西约200米
3101138201400220,财产损失事故,2014-12-30 9:40:00,沪太公路石太路东约10米
3101186201500030,死亡事故,2015-2-5 19:58:00,沈海高速西侧1282km约700米
3101155201500060,死亡事故,2015-2-12 9:43:00,康新公路周邓公路东约10米
3101153201500040,死亡事故,2015-1-30 13:04:00,华夏中路罗山路东约30米
3101200201500020,死亡事故,2015-2-23 13:10:00,团青公路奉村路东约1米
3101128201500050,死亡事故,2015-3-30 11:40:00,虹梅南路外环高速东约0米
3101129201500040,伤人事故,2015-3-23 6:30:00,立跃路浦秀路北约0米
