date,trend
2010-08-25,-53.727
2010-08-24,10.941
2010-08-23,-2.941
2010-08-20,-45.672
2010-08-19,21.678
2010-08-18,-5.592
2010-08-17,10.185
2010-08-16,55.008
2010-08-13,31.225
2010-08-12,-32.022
2010-08-11,12.223
2010-08-10,-77.259
2010-08-09,14.141
2010-08-06,37.635
2010-08-05,-17.765
2010-08-04,11.52
2010-08-03,-45.514
2010-08-02,35.013
2010-07-30,-10.613
2010-07-29,14.453
2010-07-28,58.295
2010-07-27,-13.315
2010-07-26,16.655
2010-07-23,9.622
2010-07-22,27.012
2010-07-21,6.664
2010-07-20,53.309
2010-07-19,51.15
2010-07-16,-0.033
2010-07-15,-46.136
2010-07-14,20.154
2010-07-13,-40.432
2010-07-12,19.795
2010-07-09,55.773
2010-07-08,-5.967
2010-07-07,11.693
2010-07-06,45.477
2010-07-05,-18.954
2010-07-02,9.109
2010-07-01,-24.578
2010-06-30,-28.683
2010-06-29,-108.225
2010-06-28,-17.539
2010-06-25,-13.928
2010-06-24,-3.127
2010-06-23,-18.826
2010-06-22,2.488
2010-06-21,72.988
2010-06-18,-47.023
2010-06-17,-9.697
2010-06-11,7.362
2010-06-10,-21.29
2010-06-09,69.923
2010-06-08,2.218
2010-06-07,-41.864
2010-06-04,0.937
2010-06-03,-18.767
2010-06-02,3.14
2010-06-01,-23.864
2010-05-31,-63.62
2010-05-28,-0.151
2010-05-27,30.125
2010-05-26,3.163
2010-05-25,-50.793
2010-05-24,89.901
2010-05-21,27.582
2010-05-20,-31.867
2010-05-19,-6.976
2010-05-18,34.852
2010-05-17,-136.698
2010-05-14,-13.878
2010-05-13,54.793
2010-05-12,8.14
2010-05-11,-51.183
2010-05-10,10.374
2010-05-07,-51.319
2010-05-06,-117.449
2010-05-05,21.874
2010-05-04,-35.334
2010-04-30,2.179
2010-04-29,-31.899
2010-04-28,-7.597
2010-04-27,-61.575
2010-04-26,-14.034
2010-04-23,-15.947
2010-04-22,-33.794
2010-04-21,53.745
2010-04-20,-0.764
2010-04-19,-150.005
2010-04-16,-34.664
2010-04-15,-1.217
2010-04-14,4.932
2010-04-13,31.988
2010-04-12,-16.084
2010-04-09,26.638
2010-04-08,-29.513
2010-04-07,-10.459
2010-04-06,0.724
2010-04-02,10.541
2010-04-01,38.311
2010-03-31,-19.363
2010-03-30,4.67
2010-03-29,64.083
2010-03-26,40.539
2010-03-25,-37.632
2010-03-24,3.683
2010-03-23,-21.451
2010-03-22,6.826
2010-03-19,21.661
2010-03-18,-4.39
2010-03-17,57.638
2010-03-16,15.902
2010-03-15,-36.473
2010-03-12,-37.87
2010-03-11,2.355
2010-03-10,-20.214
2010-03-09,15.909
2010-03-08,22.167
2010-03-05,7.692
2010-03-04,-73.632
2010-03-03,23.897
2010-03-02,-14.734
2010-03-01,35.899
2010-02-26,-8.675
2010-02-25,38.441
2010-02-24,39.602
2010-02-23,-20.823
2010-02-22,-14.735
2010-02-12,32.634
2010-02-11,2.999
2010-02-10,33.658
2010-02-09,13.668
2010-02-08,-4.228
2010-02-05,-55.906
2010-02-04,-8.527
2010-02-03,69.122
2010-02-02,-6.647
2010-02-01,-47.932
2010-01-29,-4.851
2010-01-28,7.536
2010-01-27,-32.787
2010-01-26,-75.017
2010-01-25,-34.177
2010-01-22,-30.275
2010-01-21,7.013
2010-01-20,-95.024
2010-01-19,9.776
2010-01-18,12.946
2010-01-15,8.602
2010-01-14,42.892
2010-01-13,-101.308
2010-01-12,61.216
2010-01-11,16.753
2010-01-08,3.221
2010-01-07,-61.439
2010-01-06,-27.964
2010-01-05,38.419
2010-01-04,-33.379
2009-12-31,14.539
2009-12-30,50.839
2009-12-29,22.976
2009-12-28,47.432
2009-12-25,-12.057
2009-12-24,79.633
2009-12-23,23.257
2009-12-22,-72.453
2009-12-21,9.087
2009-12-18,-65.192
2009-12-17,-76.135
2009-12-16,-19.247
2009-12-15,-28.444
2009-12-14,55.586
2009-12-11,-6.946
2009-12-10,14.696
2009-12-09,-57.096
2009-12-08,-35.233
2009-12-07,14.853
2009-12-04,52.416
2009-12-03,-5.124
2009-12-02,34.389
2009-12-01,40.062
2009-11-30,99.036
2009-11-27,-74.715
2009-11-26,-119.185
2009-11-25,66.639
2009-11-24,-115.137
2009-11-23,30.317
2009-11-20,-12.266
2009-11-19,17.378
2009-11-18,20.345
2009-11-17,7.841
2009-11-16,87.401
2009-11-13,14.702
2009-11-12,-2.247
2009-11-11,-3.418
2009-11-10,3.025
2009-11-09,11.548
2009-11-06,8.984
2009-11-05,26.516
2009-11-04,14.31
2009-11-03,37.578
2009-11-02,80.801
2009-10-30,35.382
2009-10-29,-70.863
2009-10-28,9.87
2009-10-27,-88.107
2009-10-26,1.719
2009-10-23,56.435
2009-10-22,-19.177
2009-10-21,-13.865
2009-10-20,46.181
2009-10-19,61.64
2009-10-16,-3.155
2009-10-15,9.256
2009-10-14,34.341
2009-10-13,41.708
2009-10-12,-17.232
2009-10-09,132.289
2009-09-30,24.886
2009-09-29,-8.985
2009-09-28,-75.317
2009-09-25,-14.712
2009-09-24,10.833
2009-09-23,-54.832
2009-09-22,-69.458
2009-09-21,4.344
2009-09-18,-97.593
2009-09-17,60.55
2009-09-16,-34.018
2009-09-15,6.987
2009-09-14,36.949
2009-09-11,64.909
2009-09-10,-21.376
2009-09-09,15.784
2009-09-08,49.359
2009-09-07,19.507
2009-09-04,16.585
2009-09-03,130.05
2009-09-02,31.25
2009-09-01,15.979
2009-08-31,-192.943
2009-08-28,-85.707
2009-08-27,-21.2
2009-08-26,51.792
2009-08-25,-77.626
2009-08-24,32.658
2009-08-21,49.189
2009-08-20,125.998
2009-08-19,-125.3
2009-08-18,40.254
2009-08-17,-176.342
2009-08-14,-93.588
2009-08-13,27.841
2009-08-12,-152.007
2009-08-11,14.966
2009-08-10,-10.93
2009-08-07,-95.64
2009-08-06,-72.171
2009-08-05,-42.941
2009-08-04,8.852
2009-08-03,50.528
2009-07-31,90.502
2009-07-30,55.128
2009-07-29,-171.939
2009-07-28,3.159
2009-07-27,62.609
2009-07-24,44.113
2009-07-23,31.875
2009-07-22,83.409
2009-07-21,-53.714
2009-07-20,77.179
2009-07-17,5.999
2009-07-16,-4.809
2009-07-15,43.394
2009-07-14,64.601
2009-07-13,-33.376
2009-07-10,-9.103
2009-07-09,42.261
2009-07-08,-8.676
2009-07-07,-35.217
2009-07-06,36.3
2009-07-03,28.113
2009-07-02,52.104
2009-07-01,48.788
2009-06-30,-15.952
2009-06-29,47.103
2009-06-26,3.165
2009-06-25,2.747
2009-06-24,29.602
2009-06-23,-3.605
2009-06-22,15.81
2009-06-19,26.589
2009-06-18,43.78
2009-06-17,34.101
2009-06-16,-13.527
2009-06-15,45.787
2009-06-12,-53.558
2009-06-11,-18.927
2009-06-10,28.36
2009-06-09,19.551
2009-06-08,14.445
2009-06-05,-13.353
2009-06-04,-11.345
2009-06-03,54.287
2009-06-02,3.022
2009-06-01,88.35
2009-05-27,44.355
2009-05-26,-21.435
2009-05-25,12.409
2009-05-22,-13.021
2009-05-21,-40.792
2009-05-20,-25.268
2009-05-19,23.903
2009-05-18,7.516
2009-05-15,5.376
2009-05-14,-23.879
2009-05-13,45.594
2009-05-12,38.425
2009-05-11,-45.898
2009-05-08,28.198
2009-05-07,4.927
2009-05-06,25.183
2009-05-05,7.426
2009-05-04,82.342
2009-04-30,9.377
2009-04-29,66.754
2009-04-28,-3.91
2009-04-27,-43.247
2009-04-24,-15.359
2009-04-23,2.608
2009-04-22,-74.482
2009-04-21,-21.628
2009-04-20,53.521
2009-04-17,-30.199
2009-04-16,-1.922
2009-04-15,8.875
2009-04-14,13.48
2009-04-13,69.475
2009-04-10,64.35
2009-04-09,32.491
2009-04-08,-91.797
2009-04-07,19.404
2009-04-03,-5.513
2009-04-02,17.274
2009-04-01,34.804
2009-03-31,15.173
2009-03-30,-16.398
2009-03-27,12.734
2009-03-26,70.149
2009-03-25,-46.865
2009-03-24,12.94
2009-03-23,44.393
2009-03-20,15.328
2009-03-19,42.034
2009-03-18,5.399
2009-03-17,65.035
2009-03-16,24.443
2009-03-13,-5.033
2009-03-12,-5.144
2009-03-11,-19.543
2009-03-10,39.82
2009-03-09,-74.259
2009-03-06,-28.069
2009-03-05,22.969
2009-03-04,126.676
2009-03-03,-22.016
2009-03-02,10.595
2009-02-27,-38.399
2009-02-26,-85.323
2009-02-25,5.92
2009-02-24,-105.123
2009-02-23,44.299
2009-02-20,34.353
2009-02-19,17.263
2009-02-18,-109.579
2009-02-17,-69.946
2009-02-16,68.595
2009-02-13,72.701
2009-02-12,-12.729
2009-02-11,-4.341
2009-02-10,40.447
2009-02-09,43.475
2009-02-06,83.221
2009-02-05,-9.731
2009-02-04,46.941
2009-02-03,49.125
2009-02-02,21.026
2009-01-23,-14.294
2009-01-22,19.935
2009-01-21,-9.091
2009-01-20,7.435
2009-01-19,32.234
2009-01-16,34.232
2009-01-15,-8.663
2009-01-14,65.502
2009-01-13,-36.98
2009-01-12,-4.514
2009-01-09,26.68
2009-01-08,-45.831
2009-01-07,-13.133
2009-01-06,56.429
2009-01-05,59.911
2008-12-31,-12.105
2008-12-30,-17.57
2008-12-29,-1.038
2008-12-26,-0.901
2008-12-25,-11.381
2008-12-24,-33.425
2008-12-23,-90.53
2008-12-22,-30.708
2008-12-19,2.769
2008-12-18,38.875
2008-12-17,1.813
2008-12-16,10.632
2008-12-15,10.159
2008-12-12,-77.466
2008-12-11,-47.436
2008-12-10,41.377
2008-12-09,-53.033
2008-12-08,72.117
2008-12-05,17.152
2008-12-04,36.09
2008-12-03,75.776
2008-12-02,-4.977
2008-12-01,23.459
2008-11-28,-46.705
2008-11-27,19.977
2008-11-26,9.169
2008-11-25,-8.345
2008-11-24,-72.329
2008-11-21,-14.371
2008-11-20,-33.714
2008-11-19,115.044
2008-11-18,-128.055
2008-11-17,44.047
2008-11-14,58.825
2008-11-13,68.503
2008-11-12,15.503
2008-11-11,-31.194
2008-11-10,127.088
2008-11-07,29.991
2008-11-06,-42.887
2008-11-05,53.906
2008-11-04,-13.071
2008-11-03,-9.012
2008-10-31,-34.821
2008-10-30,43.795
2008-10-29,-52.009
2008-10-28,48.47
2008-10-27,-116.27
2008-10-24,-35.94
2008-10-23,-20.261
2008-10-22,-62.707
2008-10-21,-15.477
2008-10-20,43.355
2008-10-17,20.71
2008-10-16,-84.726
2008-10-15,-22.654
2008-10-14,-56.247
2008-10-13,72.996
2008-10-10,-74.011
2008-10-09,-17.641
2008-10-08,-65.615
2008-10-07,-15.899
2008-10-06,-120.046
2008-09-26,-3.717
2008-09-25,80.69
2008-09-24,15.301
2008-09-23,-34.9
2008-09-22,161.319
2008-09-19,179.254
2008-09-18,-33.21
2008-09-17,-57.589
2008-09-16,-93.037
2008-09-12,0.692
2008-09-11,-71.778
2008-09-10,4.98
2008-09-09,2.358
2008-09-08,-59.025
2008-09-05,-74.965
2008-09-04,0.739
2008-09-03,-28.219
2008-09-02,-20.244
2008-09-01,-72.234
2008-08-29,47.226
2008-08-28,7.996
2008-08-27,-7.937
2008-08-26,-63.29
2008-08-25,8.148
2008-08-22,-26.49
2008-08-21,-91.566
2008-08-20,178.813
2008-08-19,24.601
2008-08-18,-130.742
2008-08-15,13.528
2008-08-14,-9.215
2008-08-13,-10.901
2008-08-12,-12.876
2008-08-11,-135.645
2008-08-08,-121.858
2008-08-07,8.209
2008-08-06,28.622
2008-08-05,-50.994
2008-08-04,-60.077
2008-08-01,26.1
2008-07-31,-60.951
2008-07-30,-13.643
2008-07-29,-52.701
2008-07-28,37.911
2008-07-25,-45.191
2008-07-24,72.443
2008-07-23,-8.268
2008-07-22,-15.301
2008-07-21,83.051
2008-07-18,93.589
2008-07-17,-21.089
2008-07-16,-73.581
2008-07-15,-98.808
2008-07-14,21.622
2008-07-11,-18.816
2008-07-10,-45.096
2008-07-09,105.599
2008-07-08,22.55
2008-07-07,122.505
2008-07-04,-33.637
2008-07-03,51.804
2008-07-02,0.12
2008-07-01,-84.498
2008-06-30,-12.329
2008-06-27,-153.418
2008-06-26,-3.164
2008-06-25,101.995
2008-06-24,42.602
2008-06-23,-71.319
2008-06-20,82.862
2008-06-19,-192.241
2008-06-18,146.364
2008-06-17,-79.352
2008-06-16,5.303
2008-06-13,-88.732
2008-06-12,-66.708
2008-06-11,-48.093
2008-06-10,-257.337
2008-06-06,-21.975
2008-06-05,-18.268
2008-06-04,-66.485
2008-06-03,-22.646
2008-06-02,25.69
2008-05-30,31.917
2008-05-29,-57.589
2008-05-28,83.619
2008-05-27,10.863
2008-05-26,-108.547
2008-05-23,-12.539
2008-05-22,-58.556
2008-05-21,101.024
2008-05-20,-161.599
2008-05-19,-19.472
2008-05-16,-13.091
2008-05-15,-20.108
2008-05-14,97.189
2008-05-13,-66.739
2008-05-12,13.488
2008-05-09,-43.345
2008-05-08,77.692
2008-05-07,-154.356
2008-05-06,-27.506
2008-05-05,67.903
2008-04-30,169.701
2008-04-29,48.683
2008-04-28,-83.027
2008-04-25,-25.279
2008-04-24,304.698
2008-04-23,130.537
2008-04-22,30.816
2008-04-21,22.309
2008-04-18,-128.073
2008-04-17,-68.858
2008-04-16,-56.754
2008-04-15,51.681
2008-04-14,-196.221
2008-04-11,21.15
2008-04-10,57.836
2008-04-09,-198.632
2008-04-08,12.921
2008-04-07,153.374
2008-04-03,98.362
2008-04-02,18.72
2008-04-01,-143.551
2008-03-31,-107.433
2008-03-28,168.653
2008-03-27,-195.364
2008-03-26,-22.762
2008-03-25,3.431
2008-03-24,-170.388
2008-03-21,-7.478
2008-03-20,42.449
2008-03-19,92.708
2008-03-18,-151.151
2008-03-17,-142.625
2008-03-14,-8.584
2008-03-13,-98.859
2008-03-12,-95.762
2008-03-11,19.579
2008-03-10,-154.216
2008-03-07,-60.471
2008-03-06,68.332
2008-03-05,-42.792
2008-03-04,-102.819
2008-03-03,89.722
2008-02-29,49.03
2008-02-28,-34.534
2008-02-27,95.868
2008-02-26,45.646
2008-02-25,-177.752
2008-02-22,-156.892
2008-02-21,-39.849
2008-02-20,-97.269
2008-02-19,96.144
2008-02-18,71.024
2008-02-15,-55.189
2008-02-14,61.595
2008-02-13,-108.975
2008-02-05,-72.474
2008-02-04,351.403
2008-02-01,-62.626
2008-01-31,-34.456
2008-01-30,-40.095
2008-01-29,38.65
2008-01-28,-342.394
2008-01-25,43.954
2008-01-24,14.687
2008-01-23,143.296
2008-01-22,-354.684
2008-01-21,-266.079
2008-01-18,28.888
2008-01-17,-138.98
2008-01-16,-153.185
2008-01-15,-54.11
2008-01-14,13.224
2008-01-11,28.136
2008-01-10,20.734
2008-01-09,49.276
2008-01-08,-6.812
2008-01-07,31.769
2008-01-04,41.713
2008-01-03,47.047
2008-01-02,11.251
2007-12-28,-47.326
2007-12-27,75.538
2007-12-26,32.17
2007-12-25,-33.081
2007-12-24,132.483
2007-12-21,58.244
2007-12-20,101.751
2007-12-19,105.61
2007-12-18,-40.587
2007-12-17,-131.15
2007-12-14,49.868
2007-12-13,-137.5
2007-12-12,-79.533
2007-12-11,13.157
2007-12-10,70.163
2007-12-07,56.683
2007-12-06,-7.581
2007-12-05,126.765
2007-12-04,47.278
2007-12-03,-3.167
2007-11-30,-131.555
2007-11-29,199.939
2007-11-28,-57.717
2007-11-27,-97.738
2007-11-26,-73.281
2007-11-23,47.969
2007-11-22,-230.064
2007-11-21,-79.478
2007-11-20,23.886
2007-11-19,-46.457
2007-11-16,-48.993
2007-11-15,-47.427
2007-11-14,254.576
2007-11-13,-29.617
2007-11-12,-127.805
2007-11-09,-14.483
2007-11-08,-271.76
2007-11-07,65.214
2007-11-06,-97.883
2007-11-05,-143.357
2007-11-02,-136.476
2007-11-01,-40.48
2007-10-31,57.572
2007-10-30,149.196
2007-10-29,158.366
2007-10-26,27.237
2007-10-25,-280.715
2007-10-24,69.722
2007-10-23,106.055
2007-10-22,-150.715
2007-10-19,-7.235
2007-10-18,-210.999
2007-10-17,-55.776
2007-10-16,61.971
2007-10-15,126.822
2007-10-12,-9.966
2007-10-11,141.766
2007-10-10,55.572
2007-10-09,23.137
2007-10-08,140.454
2007-09-28,142.898
2007-09-27,70.883
2007-09-26,-87.36
2007-09-25,-59.133
2007-09-24,30.339
2007-09-21,-15.391
2007-09-20,74.8
2007-09-19,-29.943
2007-09-18,3.816
2007-09-17,109.21
2007-09-14,38.59
2007-09-13,100.965
2007-09-12,58.659
2007-09-11,-241.319
2007-09-10,78.111
2007-09-07,-116.484
2007-09-06,82.944
2007-09-05,16.671
2007-09-04,-27.01
2007-09-03,102.23
2007-08-31,50.941
2007-08-30,58.457
2007-08-29,-85.262
2007-08-28,44.571
2007-08-27,42.45
2007-08-24,75.174
2007-08-23,52.419
2007-08-22,24.868
2007-08-21,50.352
2007-08-20,248.281
2007-08-17,-108.874
2007-08-16,-104.435
2007-08-15,-2.902
2007-08-14,52.721
2007-08-13,70.695
2007-08-10,-4.726
2007-08-09,90.933
2007-08-08,11.937
2007-08-07,23.117
2007-08-06,67.334
2007-08-03,153.044
2007-08-02,107.167
2007-08-01,-170.469
2007-07-31,30.263
2007-07-30,95.412
2007-07-27,-1.101
2007-07-26,22.492
2007-07-25,113.637
2007-07-24,-3.032
2007-07-23,154.508
2007-07-20,145.912
2007-07-19,-17.119
2007-07-18,33.869
2007-07-17,74.275
2007-07-16,-92.479
2007-07-13,-1.596
2007-07-12,50.268
2007-07-11,12.702
2007-07-10,-30.195
2007-07-09,101.868
2007-07-06,165.476
2007-07-05,-200.293
2007-07-04,-83.559
2007-07-03,63.43
2007-07-02,15.591
2007-06-29,-93.501
2007-06-28,-164.395
2007-06-27,105.228
2007-06-26,32.29
2007-06-25,-150.364
2007-06-22,-139.378
2007-06-21,49.5
2007-06-20,-88.201
2007-06-19,16.176
2007-06-18,120.479
2007-06-15,17.66
2007-06-14,-61.271
2007-06-13,104.342
2007-06-12,76.458
2007-06-11,82.545
2007-06-08,22.332
2007-06-07,114.486
2007-06-06,9.216
2007-06-05,96.7
2007-06-04,-330.341
2007-06-01,-108.912
2007-05-31,56.566
2007-05-30,-281.836
2007-05-29,62.813
2007-05-28,92.335
2007-05-25,28.643
2007-05-24,-22.576
2007-05-23,63.33
2007-05-22,38.154
2007-05-21,41.967
2007-05-18,-18.035
2007-05-17,62.25
2007-05-16,86.865
2007-05-15,-147.214
2007-05-14,24.714
2007-05-11,-28.023
2007-05-10,36.616
2007-05-09,63.074
2007-05-08,108.739
2007-04-30,81.405
2007-04-27,-23.196
2007-04-26,39.104
2007-04-25,23.427
2007-04-24,9.646
2007-04-23,126.682
2007-04-20,135.188
2007-04-19,-163.38
2007-04-18,0.526
2007-04-17,15.429
2007-04-16,78.174
2007-04-13,-12.762
2007-04-12,35.805
2007-04-11,50.933
2007-04-10,45.341
2007-04-09,75.365
2007-04-06,4.445
2007-04-05,27.598
2007-04-04,0.243
2007-04-03,38.704
2007-04-02,68.612
2007-03-30,-13.554
2007-03-29,24.519
2007-03-28,34.192
2007-03-27,16.015
2007-03-26,48.525
2007-03-23,3.061
2007-03-22,13.845
2007-03-21,25.185
2007-03-20,17.753
2007-03-19,83.961
2007-03-16,-21.217
2007-03-15,45.364
2007-03-14,-58.46
2007-03-13,9.88
2007-03-12,17.004
2007-03-09,9.895
2007-03-08,31.421
2007-03-07,56.419
2007-03-06,54.869
2007-03-05,-46.22
2007-03-02,34.336
2007-03-01,-83.883
2007-02-28,109.282
2007-02-27,-268.808
2007-02-26,42.125
2007-02-16,5.466
2007-02-15,87.915
2007-02-14,73.221
2007-02-13,24.698
2007-02-12,76.788
2007-02-09,-7.346
2007-02-08,21.557
2007-02-07,40.478
2007-02-06,63.16
2007-02-05,-60.675
2007-02-02,-112.22
2007-02-01,-0.903
2007-01-31,-144.227
2007-01-30,-14.701
2007-01-29,62.705
2007-01-26,25.193
2007-01-25,-117.764
2007-01-24,25.985
2007-01-23,15.954
2007-01-22,100.983
2007-01-19,75.224
2007-01-18,-21.917
2007-01-17,-42.117
2007-01-16,26.316
2007-01-15,126.591
2007-01-12,-102
2007-01-11,-55.466
2007-01-10,17.772
2007-01-09,100.605
2007-01-08,65.865
2007-01-05,-74.385
2007-01-04,40.245
2006-12-29,107.88
2006-12-28,31.207
2006-12-27,56.655
2006-12-26,43.97
2006-12-25,92.094
2006-12-22,0.73
2006-12-21,-30.267
2006-12-20,9.028
2006-12-19,31.743
2006-12-18,58.526
2006-12-15,24.798
2006-12-14,25.655
2006-12-13,4.504
2006-12-12,38.455
2006-12-11,86.858
2006-12-08,-63.112
2006-12-07,0.146
2006-12-06,-16.681
2006-12-05,11.637
2006-12-04,59.599
2006-12-01,2.76
2006-11-30,45.198
2006-11-29,15.37
2006-11-28,-8.556
2006-11-27,-3.535
2006-11-24,-11.551
2006-11-23,21.008
2006-11-22,3.803
2006-11-21,20.273
2006-11-20,45.486
2006-11-17,30.246
2006-11-16,18.612
2006-11-15,34.696
2006-11-14,24.474
2006-11-13,-19.582
2006-11-10,-13.135
2006-11-09,29.665
2006-11-08,-22.713
2006-11-07,3.223
2006-11-06,19.945
2006-11-03,15.048
2006-11-02,-4.399
2006-11-01,17.72
2006-10-31,28.337
2006-10-30,2.481
2006-10-27,-3.471
2006-10-26,4
2006-10-25,1.465
2006-10-24,45.787
2006-10-23,-30.97
2006-10-20,-1.889
2006-10-19,5.068
2006-10-18,23.284
2006-10-17,-7.398
2006-10-16,-13.357
2006-10-13,6.475
2006-10-12,-11.923
2006-10-11,5.242
2006-10-10,-0.523
2006-10-09,32.961
2006-09-29,15.461
2006-09-28,11.924
2006-09-27,12.402
2006-09-26,-9.729
2006-09-25,-2.995
2006-09-22,-15.54
2006-09-21,8.448
2006-09-20,-2.788
2006-09-19,2.254
2006-09-18,11.942
2006-09-15,31.353
2006-09-14,0.303
2006-09-13,-6.473
2006-09-12,20.896
2006-09-11,6.982
2006-09-08,6.794
2006-09-07,-10.931
2006-09-06,8.043
2006-09-05,6.558
2006-09-04,20.829
2006-09-01,-21.947
2006-08-31,3.443
2006-08-30,4.171
2006-08-29,0.586
2006-08-28,27.404
2006-08-25,0.017
2006-08-24,10.621
2006-08-23,-0.959
2006-08-22,12.205
2006-08-21,3.132
2006-08-18,-5.314
2006-08-17,-13.078
2006-08-16,20.753
2006-08-15,24.919
2006-08-14,-35.188
2006-08-11,-0.139
2006-08-10,27.499
2006-08-09,-2.011
2006-08-08,33.141
2006-08-07,-22.714
2006-08-04,-30.908
2006-08-03,0.186
2006-08-02,0.258
2006-08-01,-12.119
2006-07-31,-49.298
2006-07-28,-13.137
2006-07-27,-11.486
2006-07-26,1.193
2006-07-25,19.517
2006-07-24,0.616
2006-07-21,10.206
2006-07-20,9.962
2006-07-19,-39.092
2006-07-18,1.365
2006-07-17,17.679
2006-07-14,9.435
2006-07-13,-84.227
2006-07-12,-5.806
2006-07-11,11.477
2006-07-10,4.139
2006-07-07,-11.28
2006-07-06,22.915
2006-07-05,37.008
2006-07-04,-15.735
2006-07-03,25.071
2006-06-30,0.593
2006-06-29,32.332
2006-06-28,-0.265
2006-06-27,6.102
2006-06-26,27.738
2006-06-23,9.645
2006-06-22,-2.05
2006-06-21,5.784
2006-06-20,6.046
2006-06-19,11.819
2006-06-16,40.487
2006-06-15,2.653
2006-06-14,-17.168
2006-06-13,-4.303
2006-06-12,1.414
2006-06-09,-40.106
2006-06-08,1.945
2006-06-07,-89.581
2006-06-06,-5.498
2006-06-05,15.225
2006-06-02,-14.796
2006-06-01,42.895
2006-05-31,-15.988
2006-05-30,8.75
2006-05-29,34.644
2006-05-26,22.469
2006-05-25,0.501
2006-05-24,-13.628
2006-05-23,-53.137
2006-05-22,-1.856
2006-05-19,42.264
2006-05-18,-7.865
2006-05-17,11.895
2006-05-16,-50.837
2006-05-15,61.256
2006-05-12,65.455
2006-05-11,-8.31
2006-05-10,14.526
2006-05-09,34.057
2006-05-08,56.881
2006-04-28,23.491
2006-04-27,-0.745
2006-04-26,17.71
2006-04-25,-10.019
2006-04-24,-7.007
2006-04-21,30.893
2006-04-20,-10.802
2006-04-19,11.588
2006-04-18,6.5
2006-04-17,19.076
2006-04-14,27.208
2006-04-13,-27.802
2006-04-12,-2.097
2006-04-11,3.148
2006-04-10,16.116
2006-04-07,3.228
2006-04-06,-0.425
2006-04-05,10.364
2006-04-04,10.327
2006-04-03,21.176
2006-03-31,3.577
2006-03-30,-10.849
2006-03-29,6.776
2006-03-28,2.876
2006-03-27,1.211
2006-03-24,-7.753
2006-03-23,5.751
2006-03-22,6.311
2006-03-21,1.977
2006-03-20,18.956
2006-03-17,-4.728
2006-03-16,-0.622
2006-03-15,15.768
2006-03-14,-0.63
2006-03-13,14.021
2006-03-10,0.487
2006-03-09,-5.218
2006-03-08,-9.532
2006-03-07,-29.039
2006-03-06,-4.342
2006-03-03,7.631
2006-03-02,-20.92
2006-03-01,7.556
2006-02-28,1.844
2006-02-27,0.32
2006-02-24,8.019
2006-02-23,4.621
2006-02-22,-4.193
2006-02-21,20.877
2006-02-20,0.134
2006-02-17,-3.225
2006-02-16,-28.533
2006-02-15,12.839
2006-02-14,6.687
2006-02-13,-3.016
2006-02-10,13.202
2006-02-09,-20.601
2006-02-08,7.959
2006-02-07,-5.53
2006-02-06,29.58
2006-01-25,5.984
2006-01-24,-3.712
2006-01-23,0.466
2006-01-20,3.732
2006-01-19,18.226
2006-01-18,24.912
2006-01-17,5.569
2006-01-16,-18.59
2006-01-13,-5.245
2006-01-12,15.651
2006-01-11,-9.565
2006-01-10,4.95
2006-01-09,6.246
2006-01-06,12.153
2006-01-05,16.306
2006-01-04,19.906
2005-12-30,-8.805
2005-12-29,12.828
2005-12-28,2.746
2005-12-27,-2.535
2005-12-26,11.952
2005-12-23,9.633
2005-12-22,4.479
2005-12-21,-5.583
2005-12-20,4.591
2005-12-19,4.243
2005-12-16,3.953
2005-12-15,-1.832
2005-12-14,7.541
2005-12-13,1.479
2005-12-12,2.89
2005-12-09,15.154
2005-12-08,-1.292
2005-12-07,11.821
2005-12-06,8.597
2005-12-05,-15.09
2005-12-02,-4.46
2005-12-01,-0.514
2005-11-30,2.275
2005-11-29,-13.837
2005-11-28,-4.093
2005-11-25,1.542
2005-11-24,7.628
2005-11-23,7.091
2005-11-22,-21.281
2005-11-21,2.937
2005-11-18,21.689
2005-11-17,-0.58
2005-11-16,8.382
2005-11-15,-1.145
2005-11-14,-1.542
2005-11-11,1.894
2005-11-10,-19.852
2005-11-09,-1.994
2005-11-08,9.497
2005-11-07,0.605
2005-11-04,4.772
2005-11-03,-9.519
2005-11-02,14.842
2005-11-01,-2.867
2005-10-31,11.95
2005-10-28,-16.915
2005-10-27,0.621
2005-10-26,-24.757
2005-10-25,-19.253
2005-10-24,-0.147
2005-10-21,5.369
2005-10-20,1.341
2005-10-19,-6.593
2005-10-18,9.826
2005-10-17,-8.172
2005-10-14,-13.06
2005-10-13,-9.246
2005-10-12,4.661
2005-10-11,18.242
2005-10-10,-16.664
2005-09-30,0.129
2005-09-29,23.711
2005-09-28,-1.463
2005-09-27,-21.805
2005-09-26,3.062
2005-09-23,-7.98
2005-09-22,-28.028
2005-09-21,-24.629
2005-09-20,-8.01
2005-09-19,7.68
2005-09-16,-4.334
2005-09-15,0.02
2005-09-14,10.097
2005-09-13,18.952
2005-09-12,-1.413
2005-09-09,-4.786
2005-09-08,0.102
2005-09-07,20.987
2005-09-06,-22.902
2005-09-05,7.376
2005-09-02,3.915
2005-09-01,22.135
2005-08-31,16.413
2005-08-30,-8.043
2005-08-29,-17.432
2005-08-26,-0.615
2005-08-25,5.338
2005-08-24,17.18
2005-08-23,-8.64
2005-08-22,8.413
2005-08-19,2.149
2005-08-18,-44.799
2005-08-17,15.556
2005-08-16,-9.728
