date,quote
2010/7/16,25.9
2010/7/15,26.77
2010/7/14,26.33
2010/7/13,27.2
2010/7/12,27.03
2010/7/9,26.25
2010/7/8,26.6
2010/7/7,26.5
2010/7/6,26
2010/7/5,25.15
2010/7/2,26.05
2010/7/1,26.33
2010/6/30,26.9
2010/6/29,28.58
2010/6/28,28.69
2010/6/25,29.3
2010/6/24,29.33
2010/6/23,29.65
2010/6/22,29.53
2010/6/21,28.74
2010/6/18,30.96
2010/6/17,31.32
2010/6/11,31.59
2010/6/10,30.78
2010/6/9,30.25
2010/6/8,29.43
2010/6/7,29.2
2010/6/4,29.99
2010/6/3,29.69
2010/6/2,29.1
2010/6/1,30.5
2010/5/31,31.95
2010/5/28,30.68
2010/5/27,30.45
2010/5/26,29.19
2010/5/25,29.8
2010/5/24,28.51
2010/5/21,27.82
2010/5/20,28.61
2010/5/19,28.2
2010/5/18,28.03
2010/5/17,30.05
2010/5/14,29.83
2010/5/13,29
2010/5/12,29.33
2010/5/11,30.1
2010/5/10,31.66
2010/5/7,32.03
2010/5/6,33.58
2010/5/5,32.62
2010/5/4,33.38
2010/4/30,35.38
2010/4/29,36.99
2010/4/28,37
2010/4/27,38.1
2010/4/26,39.62
2010/4/23,40.9
2010/4/22,40.9
2010/4/21,40.98
2010/4/20,38.88
2010/4/19,40.45
2010/4/16,40.3
2010/4/15,43.51
2010/4/14,39.55
2010/4/13,41.5
2010/4/12,41.03
2010/4/9,41.54
2010/4/8,42.4
2010/4/7,41.7
2010/4/6,40.67
2010/4/2,40.2
2010/4/1,39.85
2010/3/31,39.74
2010/3/30,38.64
2010/3/29,38.37
2010/3/26,39.37
2010/3/25,38.64
2010/3/24,37.45
2010/3/23,37.66
2010/3/22,38.3
2010/3/19,38.08
2010/3/18,38.58
2010/3/17,37.8
2010/3/16,38.33
2010/3/15,39.18
2010/3/12,40.8
2010/3/11,38.95
2010/3/10,37.86
2010/3/9,37.15
2010/3/8,37.29
2010/3/5,39.2
2010/3/4,38.89
2010/3/3,23.98
2010/2/9,23.98
