区域,指标名称,年份,指标值
天水市,年末人口_万人,2008,359.6
天水市,年末人口_万人,2009,363.54
天水市,年末人口_万人,2010,366.7
天津市,GDP_万元,2000,16393600
天津市,GDP_万元,2001,18401000
天津市,GDP_万元,2002,20512000
天津市,GDP_万元,2003,24477000
天津市,GDP_万元,2004,29319000
天津市,GDP_万元,2005,34029000
天津市,GDP_万元,2006,40249100
天津市,GDP_万元,2007,46931900
天津市,GDP_万元,2008,58331000
天津市,GDP_万元,2009,69101440.62
天津市,GDP_万元,2010,85614500
天津市,年末人口_万人,2000,912
天津市,年末人口_万人,2001,913.98
天津市,年末人口_万人,2002,919.1
天津市,年末人口_万人,2003,926
天津市,年末人口_万人,2004,932.6
天津市,年末人口_万人,2005,1043
天津市,年末人口_万人,2006,1075
天津市,年末人口_万人,2007,1115
天津市,年末人口_万人,2008,1176
天津市,年末人口_万人,2009,1228.16
天津市,年末人口_万人,2010,984.9
太原市,GDP_万元,2000,3465300
太原市,GDP_万元,2001,3844000
太原市,GDP_万元,2002,4329000
太原市,GDP_万元,2003,5156000
太原市,GDP_万元,2004,6431000
太原市,GDP_万元,2005,8932000
太原市,GDP_万元,2006,10137000
太原市,GDP_万元,2007,12549500
太原市,GDP_万元,2008,14680900
太原市,GDP_万元,2009,15452409
太原市,GDP_万元,2010,17780500
太原市,年末人口_万人,2000,334.4
太原市,年末人口_万人,2001,336.39
太原市,年末人口_万人,2002,338.3
太原市,年末人口_万人,2003,327.4
太原市,年末人口_万人,2004,341.4
太原市,年末人口_万人,2005,340.4
太原市,年末人口_万人,2006,348.8
太原市,年末人口_万人,2007,345.71
太原市,年末人口_万人,2008,347.1
太原市,年末人口_万人,2009,350.18
太原市,年末人口_万人,2010,420.5
威海市,GDP_万元,2000,5608900
威海市,GDP_万元,2001,6271000
威海市,GDP_万元,2002,7035000
威海市,GDP_万元,2003,8360000
威海市,GDP_万元,2004,10088000
威海市,GDP_万元,2005,11698000
威海市,GDP_万元,2006,13685000
威海市,GDP_万元,2007,15834500
威海市,GDP_万元,2008,17803500
威海市,GDP_万元,2009,17331870.98
威海市,GDP_万元,2010,19447000
威海市,年末人口_万人,2000,246.95
威海市,年末人口_万人,2001,247.26
威海市,年末人口_万人,2002,247.6
威海市,年末人口_万人,2003,247.6
威海市,年末人口_万人,2004,248.4
威海市,年末人口_万人,2005,277.6
威海市,年末人口_万人,2006,249.8
威海市,年末人口_万人,2007,251.06
威海市,年末人口_万人,2008,252.2
威海市,年末人口_万人,2009,252.97
威海市,年末人口_万人,2010,253.6
娄底市,GDP_万元,2000,1685400
娄底市,GDP_万元,2001,1800600
娄底市,GDP_万元,2002,1893000
娄底市,GDP_万元,2003,2113000
娄底市,GDP_万元,2004,2672000
娄底市,GDP_万元,2005,3111000
娄底市,GDP_万元,2006,3591000
娄底市,GDP_万元,2007,4467200
娄底市,GDP_万元,2008,5284000
娄底市,GDP_万元,2009,5683129
娄底市,GDP_万元,2010,6787100
娄底市,年末人口_万人,2000,396.84
娄底市,年末人口_万人,2001,399.88
娄底市,年末人口_万人,2002,402.2
娄底市,年末人口_万人,2003,403.9
娄底市,年末人口_万人,2004,405.1
娄底市,年末人口_万人,2005,407.6
娄底市,年末人口_万人,2006,412
娄底市,年末人口_万人,2007,416.11
娄底市,年末人口_万人,2008,418.4
娄底市,年末人口_万人,2009,420.5
娄底市,年末人口_万人,2010,433
孝感市,GDP_万元,2000,2625100
孝感市,GDP_万元,2001,2878000
孝感市,GDP_万元,2002,3141000
孝感市,GDP_万元,2003,3436000
孝感市,GDP_万元,2004,3813000
孝感市,GDP_万元,2005,3602000
孝感市,GDP_万元,2006,4042000
孝感市,GDP_万元,2007,4807900
孝感市,GDP_万元,2008,5930600
孝感市,GDP_万元,2009,6728800
孝感市,GDP_万元,2010,8006700
孝感市,年末人口_万人,2000,499.25
孝感市,年末人口_万人,2001,501.81
孝感市,年末人口_万人,2002,506.3
孝感市,年末人口_万人,2003,508.9
孝感市,年末人口_万人,2004,507.2
孝感市,年末人口_万人,2005,506
孝感市,年末人口_万人,2006,514.6
孝感市,年末人口_万人,2007,521.7591
孝感市,年末人口_万人,2008,525.1
孝感市,年末人口_万人,2009,528.7
孝感市,年末人口_万人,2010,530.7
宁德市,GDP_万元,2000,2187300
宁德市,GDP_万元,2001,2362300
宁德市,GDP_万元,2002,2441000
宁德市,GDP_万元,2003,2699000
宁德市,GDP_万元,2004,3090000
宁德市,GDP_万元,2005,3436000
宁德市,GDP_万元,2006,3840000
宁德市,GDP_万元,2007,4574600
宁德市,GDP_万元,2008,5426700
宁德市,GDP_万元,2009,6122800
宁德市,GDP_万元,2010,7386100
宁德市,年末人口_万人,2000,323.57
宁德市,年末人口_万人,2001,324.69
宁德市,年末人口_万人,2002,325.4
宁德市,年末人口_万人,2003,325.8
宁德市,年末人口_万人,2004,305
宁德市,年末人口_万人,2005,327
宁德市,年末人口_万人,2006,328.1
宁德市,年末人口_万人,2007,330.44
宁德市,年末人口_万人,2008,335
宁德市,年末人口_万人,2009,337.0241
宁德市,年末人口_万人,2010,338.5
宁波市,GDP_万元,2000,11757500
宁波市,GDP_万元,2001,13126900
宁波市,GDP_万元,2002,15003000
宁波市,GDP_万元,2003,17869000
宁波市,GDP_万元,2004,21580000
宁波市,GDP_万元,2005,24493000
宁波市,GDP_万元,2006,28744000
宁波市,GDP_万元,2007,34350000
宁波市,GDP_万元,2008,39640500
宁波市,GDP_万元,2009,43293000
宁波市,GDP_万元,2010,51630000
宁波市,年末人口_万人,2000,540.94
宁波市,年末人口_万人,2001,543.34
宁波市,年末人口_万人,2002,546.2
宁波市,年末人口_万人,2003,549.1
宁波市,年末人口_万人,2004,552.7
宁波市,年末人口_万人,2005,556.7
宁波市,年末人口_万人,2006,560.5
宁波市,年末人口_万人,2007,564.56
宁波市,年末人口_万人,2008,568.1
宁波市,年末人口_万人,2009,571.02
宁波市,年末人口_万人,2010,574.1
安庆市,GDP_万元,2000,2524400
安庆市,GDP_万元,2001,2641400
安庆市,GDP_万元,2002,2852000
安庆市,GDP_万元,2003,3204000
安庆市,GDP_万元,2004,3920000
安庆市,GDP_万元,2005,4296000
安庆市,GDP_万元,2006,4944000
安庆市,GDP_万元,2007,5935100
安庆市,GDP_万元,2008,7047200
安庆市,GDP_万元,2009,7961274.185
安庆市,GDP_万元,2010,9890400
安庆市,年末人口_万人,2000,601.3
安庆市,年末人口_万人,2001,602.94
安庆市,年末人口_万人,2002,604.1
安庆市,年末人口_万人,2003,605.2
安庆市,年末人口_万人,2004,604.2
安庆市,年末人口_万人,2005,605.5
安庆市,年末人口_万人,2006,607.9
安庆市,年末人口_万人,2007,610.9857
安庆市,年末人口_万人,2008,613.9
安庆市,年末人口_万人,2009,615.8832
安庆市,年末人口_万人,2010,615.6
安康市,GDP_万元,2000,787786
安康市,GDP_万元,2001,810400
安康市,GDP_万元,2002,904000
安康市,GDP_万元,2003,1036000
安康市,GDP_万元,2004,1196000
安康市,GDP_万元,2005,1379000
安康市,GDP_万元,2006,1572000
安康市,GDP_万元,2007,1873700
安康市,GDP_万元,2008,2336700
安康市,GDP_万元,2009,2749500
安康市,GDP_万元,2010,3270600
安康市,年末人口_万人,2000,292.43
安康市,年末人口_万人,2001,293.1
安康市,年末人口_万人,2002,293.2
安康市,年末人口_万人,2003,294.1
安康市,年末人口_万人,2004,295
安康市,年末人口_万人,2005,294.9
安康市,年末人口_万人,2006,297.2
安康市,年末人口_万人,2007,300.0748
安康市,年末人口_万人,2008,301.9
安康市,年末人口_万人,2009,303.5736
安康市,年末人口_万人,2010,304.3
安阳市,GDP_万元,2000,2560100
安阳市,GDP_万元,2001,2798300
安阳市,GDP_万元,2002,3126000
安阳市,GDP_万元,2003,3618000
安阳市,GDP_万元,2004,4635000
安阳市,GDP_万元,2005,5575000
安阳市,GDP_万元,2006,6460000
安阳市,GDP_万元,2007,8078243
安阳市,GDP_万元,2008,10360500
安阳市,GDP_万元,2009,11248807
安阳市,GDP_万元,2010,13155900
安阳市,年末人口_万人,2000,518
安阳市,年末人口_万人,2001,521
安阳市,年末人口_万人,2002,524.7
安阳市,年末人口_万人,2003,529
安阳市,年末人口_万人,2004,531.1
安阳市,年末人口_万人,2005,533.8
安阳市,年末人口_万人,2006,96
安阳市,年末人口_万人,2007,539.43
安阳市,年末人口_万人,2008,542
安阳市,年末人口_万人,2009,544.572176
安阳市,年末人口_万人,2010,569
安顺市,GDP_万元,2000,584600
安顺市,GDP_万元,2001,635000
安顺市,GDP_万元,2002,707000
安顺市,GDP_万元,2003,788000
安顺市,GDP_万元,2004,878000
安顺市,GDP_万元,2005,1060000
安顺市,GDP_万元,2006,1237000
安顺市,GDP_万元,2007,1457813
安顺市,GDP_万元,2008,1689900
安顺市,GDP_万元,2009,1957038
安顺市,GDP_万元,2010,2329000
安顺市,年末人口_万人,2000,252.3
安顺市,年末人口_万人,2001,255.17
安顺市,年末人口_万人,2002,257.7
安顺市,年末人口_万人,2003,260
安顺市,年末人口_万人,2004,256.2
安顺市,年末人口_万人,2005,256.9
安顺市,年末人口_万人,2006,261
安顺市,年末人口_万人,2007,267.04
安顺市,年末人口_万人,2008,270.3
安顺市,年末人口_万人,2009,273.49
安顺市,年末人口_万人,2010,279.8
定西市,GDP_万元,2000,431500
定西市,GDP_万元,2001,472800
定西市,GDP_万元,2002,951000
定西市,GDP_万元,2003,559000
定西市,GDP_万元,2004,626000
定西市,GDP_万元,2005,713000
定西市,GDP_万元,2006,809000
定西市,GDP_万元,2007,1001031
定西市,GDP_万元,2008,1056400
定西市,GDP_万元,2009,1319394.08
定西市,GDP_万元,2010,1560200
定西市,年末人口_万人,2000,292.36
定西市,年末人口_万人,2001,294.2
定西市,年末人口_万人,2002,96.2
定西市,年末人口_万人,2003,296.4
定西市,年末人口_万人,2004,297
定西市,年末人口_万人,2005,291.6
定西市,年末人口_万人,2006,293
定西市,年末人口_万人,2007,296.12
定西市,年末人口_万人,2008,297.8
定西市,年末人口_万人,2009,299.73
定西市,年末人口_万人,2010,300.4
宜宾市,GDP_万元,2000,2006500
宜宾市,GDP_万元,2001,2293900
宜宾市,GDP_万元,2002,2583000
宜宾市,GDP_万元,2003,2910000
宜宾市,GDP_万元,2004,3490000
宜宾市,GDP_万元,2005,3700000
宜宾市,GDP_万元,2006,4281000
宜宾市,GDP_万元,2007,5290500
宜宾市,GDP_万元,2008,6458600
宜宾市,GDP_万元,2009,7207800
宜宾市,GDP_万元,2010,8708500
宜宾市,年末人口_万人,2000,508.5
宜宾市,年末人口_万人,2001,509.9
宜宾市,年末人口_万人,2002,512.4
宜宾市,年末人口_万人,2003,515
宜宾市,年末人口_万人,2004,517.9
宜宾市,年末人口_万人,2005,519.2
宜宾市,年末人口_万人,2006,523.2
宜宾市,年末人口_万人,2007,527
宜宾市,年末人口_万人,2008,530.8
宜宾市,年末人口_万人,2009,534.9
宜宾市,年末人口_万人,2010,539
宜昌市,GDP_万元,2000,3793900
宜昌市,GDP_万元,2001,4103400
宜昌市,GDP_万元,2002,4441000
宜昌市,GDP_万元,2003,4914000
宜昌市,GDP_万元,2004,5887000
宜昌市,GDP_万元,2005,6081000
宜昌市,GDP_万元,2006,6949000
宜昌市,GDP_万元,2007,8209000
宜昌市,GDP_万元,2008,10265600
宜昌市,GDP_万元,2009,12456100
宜昌市,GDP_万元,2010,15473200
宜昌市,年末人口_万人,2000,414.93
宜昌市,年末人口_万人,2001,397.51
宜昌市,年末人口_万人,2002,397.3
宜昌市,年末人口_万人,2003,396.9
宜昌市,年末人口_万人,2004,398.5
宜昌市,年末人口_万人,2005,398.8
宜昌市,年末人口_万人,2006,400.2
宜昌市,年末人口_万人,2007,401.46
宜昌市,年末人口_万人,2008,400.8
宜昌市,年末人口_万人,2009,401.37
宜昌市,年末人口_万人,2010,398.6
宜春市,GDP_万元,2000,1909800
宜春市,GDP_万元,2001,2040700
宜春市,GDP_万元,2002,2214000
宜春市,GDP_万元,2003,2495000
宜春市,GDP_万元,2004,2895000
宜春市,GDP_万元,2005,3722000
宜春市,GDP_万元,2006,4397000
宜春市,GDP_万元,2007,5088563
宜春市,GDP_万元,2008,6150000
宜春市,GDP_万元,2009,7002430
宜春市,GDP_万元,2010,8700000
宜春市,年末人口_万人,2000,510.23
宜春市,年末人口_万人,2001,518.68
宜春市,年末人口_万人,2002,522.9
宜春市,年末人口_万人,2003,526.8
宜春市,年末人口_万人,2004,530.4
宜春市,年末人口_万人,2005,533.8
宜春市,年末人口_万人,2006,537.4
宜春市,年末人口_万人,2007,540.6058
宜春市,年末人口_万人,2008,544.5
宜春市,年末人口_万人,2009,548.4264
宜春市,年末人口_万人,2010,542.3
宝鸡市,GDP_万元,2000,2031250
宝鸡市,GDP_万元,2001,1943100
宝鸡市,GDP_万元,2002,2182000
宝鸡市,GDP_万元,2003,2611000
宝鸡市,GDP_万元,2004,3203000
宝鸡市,GDP_万元,2005,4158000
宝鸡市,GDP_万元,2006,4769000
宝鸡市,GDP_万元,2007,5817500
宝鸡市,GDP_万元,2008,7140700
宝鸡市,GDP_万元,2009,8065400
宝鸡市,GDP_万元,2010,9760900
宝鸡市,年末人口_万人,2000,363.38
宝鸡市,年末人口_万人,2001,364.46
宝鸡市,年末人口_万人,2002,365.2
宝鸡市,年末人口_万人,2003,367.1
宝鸡市,年末人口_万人,2004,369.2
宝鸡市,年末人口_万人,2005,369.5
宝鸡市,年末人口_万人,2006,371.8
宝鸡市,年末人口_万人,2007,375.5763
宝鸡市,年末人口_万人,2008,377.9
宝鸡市,年末人口_万人,2009,378.7753
宝鸡市,年末人口_万人,2010,381.1
宣城市,GDP_万元,2000,1604400
宣城市,GDP_万元,2001,1689100
宣城市,GDP_万元,2002,1826000
宣城市,GDP_万元,2003,2032000
宣城市,GDP_万元,2004,2357000
宣城市,GDP_万元,2005,2515000
宣城市,GDP_万元,2006,2879000
宣城市,GDP_万元,2007,3367300
宣城市,GDP_万元,2008,4116100
宣城市,GDP_万元,2009,4327579.363
宣城市,GDP_万元,2010,5259600
宣城市,年末人口_万人,2000,274.7
宣城市,年末人口_万人,2001,275.1
宣城市,年末人口_万人,2002,275.5
宣城市,年末人口_万人,2003,274.8
宣城市,年末人口_万人,2004,273
宣城市,年末人口_万人,2005,273.6
宣城市,年末人口_万人,2006,274.2
宣城市,年末人口_万人,2007,275.2007
宣城市,年末人口_万人,2008,276.8
宣城市,年末人口_万人,2009,277.7726
宣城市,年末人口_万人,2010,278.4
宿州市,GDP_万元,2000,1780300
宿州市,GDP_万元,2001,1932200
宿州市,GDP_万元,2002,2074000
宿州市,GDP_万元,2003,2199000
宿州市,GDP_万元,2004,2791000
宿州市,GDP_万元,2005,3130000
宿州市,GDP_万元,2006,3590000
宿州市,GDP_万元,2007,4249200
宿州市,GDP_万元,2008,5111000
宿州市,GDP_万元,2009,5417004.009
宿州市,GDP_万元,2010,6505700
宿州市,年末人口_万人,2000,577.6
宿州市,年末人口_万人,2001,583.11
宿州市,年末人口_万人,2002,587.6
宿州市,年末人口_万人,2003,593.1
宿州市,年末人口_万人,2004,599.6
宿州市,年末人口_万人,2005,604.5
宿州市,年末人口_万人,2006,609.9
宿州市,年末人口_万人,2007,617.1734
宿州市,年末人口_万人,2008,626.1
宿州市,年末人口_万人,2009,635.1871
宿州市,年末人口_万人,2010,642.1
宿迁市,GDP_万元,2000,2006500
宿迁市,GDP_万元,2001,2231600
宿迁市,GDP_万元,2002,2470000
宿迁市,GDP_万元,2003,2782000
宿迁市,GDP_万元,2004,3356000
宿迁市,GDP_万元,2005,3759000
宿迁市,GDP_万元,2006,4542000
宿迁市,GDP_万元,2007,5420000
宿迁市,GDP_万元,2008,6550600
宿迁市,GDP_万元,2009,8268532
宿迁市,GDP_万元,2010,10640900
宿迁市,年末人口_万人,2000,505.24
宿迁市,年末人口_万人,2001,510.84
宿迁市,年末人口_万人,2002,513
宿迁市,年末人口_万人,2003,517.3
宿迁市,年末人口_万人,2004,521.4
宿迁市,年末人口_万人,2005,524.5
宿迁市,年末人口_万人,2006,529.5
宿迁市,年末人口_万人,2007,531.5338
宿迁市,年末人口_万人,2008,534.6
宿迁市,年末人口_万人,2009,540.6047
宿迁市,年末人口_万人,2010,546.3
山南地区,GDP_万元,2000,96500
山南地区,GDP_万元,2001,110800
山南地区,GDP_万元,2002,130000
山南地区,GDP_万元,2003,158000
山南地区,GDP_万元,2004,191000
山南地区,GDP_万元,2005,245000
山南地区,GDP_万元,2006,287000
山南地区,GDP_万元,2007,331800
山南地区,GDP_万元,2008,398900
山南地区,GDP_万元,2009,454800
山南地区,GDP_万元,2010,530500
山南地区,年末人口_万人,2000,32
山南地区,年末人口_万人,2001,31.28
山南地区,年末人口_万人,2002,31.8
山南地区,年末人口_万人,2003,32
山南地区,年末人口_万人,2004,32.173448
山南地区,年末人口_万人,2005,32.5
山南地区,年末人口_万人,2006,32.4
山南地区,年末人口_万人,2007,33.01
山南地区,年末人口_万人,2008,33.7
山南地区,年末人口_万人,2009,33.36
山南地区,年末人口_万人,2010,70.3
岳阳市,GDP_万元,2000,3640400
岳阳市,GDP_万元,2001,4069700
岳阳市,GDP_万元,2002,4520000
岳阳市,GDP_万元,2003,4952000
岳阳市,GDP_万元,2004,5903000
岳阳市,GDP_万元,2005,6349000
岳阳市,GDP_万元,2006,7334000
岳阳市,GDP_万元,2007,9158400
岳阳市,GDP_万元,2008,11057400
岳阳市,GDP_万元,2009,12721499
岳阳市,GDP_万元,2010,15393600
岳阳市,年末人口_万人,2000,523
岳阳市,年末人口_万人,2001,523.65
岳阳市,年末人口_万人,2002,525.5
岳阳市,年末人口_万人,2003,527.8
岳阳市,年末人口_万人,2004,529.4
岳阳市,年末人口_万人,2005,536.9
岳阳市,年末人口_万人,2006,540.3
岳阳市,年末人口_万人,2007,542.94
岳阳市,年末人口_万人,2008,545.39
岳阳市,年末人口_万人,2009,548.33627
岳阳市,年末人口_万人,2010,565.6
崇左市,GDP_万元,2000,1683200
崇左市,GDP_万元,2001,1831000
崇左市,GDP_万元,2002,1972000
崇左市,GDP_万元,2003,1065000
崇左市,GDP_万元,2004,1287000
崇左市,GDP_万元,2005,1511000
崇左市,GDP_万元,2006,1940000
崇左市,GDP_万元,2007,2318700
崇左市,GDP_万元,2008,2648000
崇左市,GDP_万元,2009,3043600
崇左市,GDP_万元,2010,3923700
崇左市,年末人口_万人,2000,561.9
崇左市,年末人口_万人,2001,561.09
崇左市,年末人口_万人,2002,563.5
崇左市,年末人口_万人,2003,227.9
崇左市,年末人口_万人,2004,229.7
崇左市,年末人口_万人,2005,230.7
崇左市,年末人口_万人,2006,233.2
崇左市,年末人口_万人,2007,236.8946
崇左市,年末人口_万人,2008,240
崇左市,年末人口_万人,2009,241.9583
崇左市,年末人口_万人,2010,243.5
巢湖市,GDP_万元,2000,1902300
巢湖市,GDP_万元,2001,2052500
巢湖市,GDP_万元,2002,2227000
巢湖市,GDP_万元,2003,2483000
巢湖市,GDP_万元,2004,2946000
巢湖市,GDP_万元,2005,3019000
巢湖市,GDP_万元,2006,3444000
巢湖市,GDP_万元,2007,4046200
巢湖市,GDP_万元,2008,4793300
巢湖市,GDP_万元,2009,5295882.548
巢湖市,GDP_万元,2010,6297300
巢湖市,年末人口_万人,2000,448.9
巢湖市,年末人口_万人,2001,451.4
巢湖市,年末人口_万人,2002,452.6
巢湖市,年末人口_万人,2003,453.3
巢湖市,年末人口_万人,2004,454
巢湖市,年末人口_万人,2005,453.1
巢湖市,年末人口_万人,2006,452.6
巢湖市,年末人口_万人,2007,455.0338
巢湖市,年末人口_万人,2008,456.8
巢湖市,年末人口_万人,2009,458.5997
巢湖市,年末人口_万人,2010,460.5
巴中市,GDP_万元,2000,840000
巴中市,GDP_万元,2001,864900
巴中市,GDP_万元,2002,956000
巴中市,GDP_万元,2003,1082000
巴中市,GDP_万元,2004,1247000
巴中市,GDP_万元,2005,1290000
巴中市,GDP_万元,2006,1461000
巴中市,GDP_万元,2007,1761200
巴中市,GDP_万元,2008,2139500
巴中市,GDP_万元,2009,2383200
巴中市,GDP_万元,2010,2809100
巴中市,年末人口_万人,2000,346.71
巴中市,年末人口_万人,2001,350.3
巴中市,年末人口_万人,2002,353.5
巴中市,年末人口_万人,2003,356.1
巴中市,年末人口_万人,2004,361.1
巴中市,年末人口_万人,2005,363
巴中市,年末人口_万人,2006,370.5
巴中市,年末人口_万人,2007,374.2
巴中市,年末人口_万人,2008,381
巴中市,年末人口_万人,2009,385.2
巴中市,年末人口_万人,2010,388
巴彦淖尔市,GDP_万元,2000,1110700
巴彦淖尔市,GDP_万元,2001,1202600
巴彦淖尔市,GDP_万元,2002,1313000
巴彦淖尔市,GDP_万元,2003,1514000
巴彦淖尔市,GDP_万元,2004,1784000
巴彦淖尔市,GDP_万元,2005,2170000
巴彦淖尔市,GDP_万元,2006,2782000
巴彦淖尔市,GDP_万元,2007,3416158.673
巴彦淖尔市,GDP_万元,2008,4390600
巴彦淖尔市,GDP_万元,2009,5098658
巴彦淖尔市,GDP_万元,2010,6033292
巴彦淖尔市,年末人口_万人,2000,171.38
巴彦淖尔市,年末人口_万人,2001,173.61
巴彦淖尔市,年末人口_万人,2002,174.1
巴彦淖尔市,年末人口_万人,2003,176.1
巴彦淖尔市,年末人口_万人,2004,172.4
巴彦淖尔市,年末人口_万人,2005,173.2
巴彦淖尔市,年末人口_万人,2006,173.6
巴彦淖尔市,年末人口_万人,2007,174.19
巴彦淖尔市,年末人口_万人,2008,173.8
巴彦淖尔市,年末人口_万人,2009,173.27
巴彦淖尔市,年末人口_万人,2010,166.9
巴音郭楞蒙古自治州,GDP_万元,2000,1349000
巴音郭楞蒙古自治州,GDP_万元,2001,1413600
巴音郭楞蒙古自治州,GDP_万元,2002,1498000
巴音郭楞蒙古自治州,GDP_万元,2003,1887000
巴音郭楞蒙古自治州,GDP_万元,2004,2295000
巴音郭楞蒙古自治州,GDP_万元,2005,3257000
巴音郭楞蒙古自治州,GDP_万元,2006,4098000
巴音郭楞蒙古自治州,GDP_万元,2007,4690028.022
巴音郭楞蒙古自治州,GDP_万元,2008,5857600
巴音郭楞蒙古自治州,GDP_万元,2009,5259400
巴音郭楞蒙古自治州,GDP_万元,2010,6401400
巴音郭楞蒙古自治州,年末人口_万人,2000,103.79
巴音郭楞蒙古自治州,年末人口_万人,2001,106.25
巴音郭楞蒙古自治州,年末人口_万人,2002,108.9
巴音郭楞蒙古自治州,年末人口_万人,2003,112.7
巴音郭楞蒙古自治州,年末人口_万人,2004,114.9
巴音郭楞蒙古自治州,年末人口_万人,2005,117.1
巴音郭楞蒙古自治州,年末人口_万人,2006,118.9
巴音郭楞蒙古自治州,年末人口_万人,2007,122.41
巴音郭楞蒙古自治州,年末人口_万人,2008,125.4
巴音郭楞蒙古自治州,年末人口_万人,2009,129.33
巴音郭楞蒙古自治州,年末人口_万人,2010,132.3
常州市,GDP_万元,2000,6006600
常州市,GDP_万元,2001,6729000
常州市,GDP_万元,2002,7606000
常州市,GDP_万元,2003,9014000
常州市,GDP_万元,2004,11006000
常州市,GDP_万元,2005,13034000
常州市,GDP_万元,2006,15695000
常州市,GDP_万元,2007,18812800
常州市,GDP_万元,2008,22022300
常州市,GDP_万元,2009,25199300
常州市,GDP_万元,2010,30448900
常州市,年末人口_万人,2000,341.48
常州市,年末人口_万人,2001,341.52
常州市,年末人口_万人,2002,343.2
常州市,年末人口_万人,2003,346.2
常州市,年末人口_万人,2004,349
常州市,年末人口_万人,2005,351.6
常州市,年末人口_万人,2006,354.7
常州市,年末人口_万人,2007,357.3837
常州市,年末人口_万人,2008,358.7
常州市,年末人口_万人,2009,359.82
常州市,年末人口_万人,2010,360.8
常德市,GDP_万元,2000,3483000
常德市,GDP_万元,2001,3985900
常德市,GDP_万元,2002,4432000
常德市,GDP_万元,2003,4866000
常德市,GDP_万元,2004,5834000
常德市,GDP_万元,2005,6342000
常德市,GDP_万元,2006,7238000
常德市,GDP_万元,2007,8640800
常德市,GDP_万元,2008,10497000
常德市,GDP_万元,2009,12392306
常德市,GDP_万元,2010,14915700
常德市,年末人口_万人,2000,595.29
常德市,年末人口_万人,2001,596.04
常德市,年末人口_万人,2002,598.2
常德市,年末人口_万人,2003,600.2
常德市,年末人口_万人,2004,601.1
常德市,年末人口_万人,2005,608.3
常德市,年末人口_万人,2006,608.5
常德市,年末人口_万人,2007,609.57
常德市,年末人口_万人,2008,611.51
常德市,年末人口_万人,2009,616.72
常德市,年末人口_万人,2010,623.1
平凉市,GDP_万元,2000,610800
平凉市,GDP_万元,2001,664400
平凉市,GDP_万元,2002,521000
平凉市,GDP_万元,2003,804000
平凉市,GDP_万元,2004,963000
平凉市,GDP_万元,2005,1102000
平凉市,GDP_万元,2006,1256000
平凉市,GDP_万元,2007,1478204
平凉市,GDP_万元,2008,1750600
平凉市,GDP_万元,2009,1956563
平凉市,GDP_万元,2010,2318900
平凉市,年末人口_万人,2000,219.09
平凉市,年末人口_万人,2001,220.78
平凉市,年末人口_万人,2002,296.2
平凉市,年末人口_万人,2003,222.3
平凉市,年末人口_万人,2004,222.9
平凉市,年末人口_万人,2005,218.2
平凉市,年末人口_万人,2006,221
平凉市,年末人口_万人,2007,224.76
平凉市,年末人口_万人,2008,227.3
平凉市,年末人口_万人,2009,228.9
平凉市,年末人口_万人,2010,230.3
平顶山市,GDP_万元,2000,2715000
平顶山市,GDP_万元,2001,2953400
平顶山市,GDP_万元,2002,3215000
平顶山市,GDP_万元,2003,3657000
平顶山市,GDP_万元,2004,4698000
平顶山市,GDP_万元,2005,5610000
平顶山市,GDP_万元,2006,6754000
平顶山市,GDP_万元,2007,8211632
平顶山市,GDP_万元,2008,10677000
平顶山市,GDP_万元,2009,11278100
平顶山市,GDP_万元,2010,13108400
平顶山市,年末人口_万人,2000,480
平顶山市,年末人口_万人,2001,483
平顶山市,年末人口_万人,2002,486.2
平顶山市,年末人口_万人,2003,489
平顶山市,年末人口_万人,2004,490.4
平顶山市,年末人口_万人,2005,493.2
平顶山市,年末人口_万人,2006,495.8
平顶山市,年末人口_万人,2007,498.52
平顶山市,年末人口_万人,2008,501.1
平顶山市,年末人口_万人,2009,503.668844
平顶山市,年末人口_万人,2010,529
广元市,GDP_万元,2000,862900
广元市,GDP_万元,2001,878900
广元市,GDP_万元,2002,941000
广元市,GDP_万元,2003,1041000
广元市,GDP_万元,2004,1275000
广元市,GDP_万元,2005,1452000
广元市,GDP_万元,2006,1665000
广元市,GDP_万元,2007,2084600
广元市,GDP_万元,2008,2335600
广元市,GDP_万元,2009,2704800
广元市,GDP_万元,2010,3218700
广元市,年末人口_万人,2000,302.58
广元市,年末人口_万人,2001,303.2
广元市,年末人口_万人,2002,303.8
广元市,年末人口_万人,2003,304.1
广元市,年末人口_万人,2004,303.9
广元市,年末人口_万人,2005,304.2
广元市,年末人口_万人,2006,306.2
广元市,年末人口_万人,2007,307.4
广元市,年末人口_万人,2008,310.4
广元市,年末人口_万人,2009,312.7
广元市,年末人口_万人,2010,310.9
广安市,GDP_万元,2000,1264700
广安市,GDP_万元,2001,1385400
广安市,GDP_万元,2002,1544000
广安市,GDP_万元,2003,1764000
广安市,GDP_万元,2004,2176000
广安市,GDP_万元,2005,2463000
广安市,GDP_万元,2006,2811000
广安市,GDP_万元,2007,3388400
广安市,GDP_万元,2008,4049000
广安市,GDP_万元,2009,4503400
广安市,GDP_万元,2010,5372200
广安市,年末人口_万人,2000,438.54
广安市,年末人口_万人,2001,441.2
广安市,年末人口_万人,2002,444.3
广安市,年末人口_万人,2003,448.5
广安市,年末人口_万人,2004,452.8
广安市,年末人口_万人,2005,454.5
广安市,年末人口_万人,2006,457.5
广安市,年末人口_万人,2007,462.5
广安市,年末人口_万人,2008,466.4
