buyer_id,buyer_time,buyer_level,buyer_addr,buyer_device,comment
j***9,2015-05-30 11:06 购买,钻石会员,上海,,很好！！！！！！！！！！！
j***2,2015-03-23 21:58 购买,钻石会员,北京,来自京东Android客户端,手机很不错，使用一段时间没有出现什么问题
p***1,2015-05-04 22:40 购买,钻石会员,北京,,"还行, 苹果都这样, 没啥特殊的"
j***2,2015-02-28 15:36 购买,钻石会员,黑龙江,,屏幕大小合适么？系统用的习惯东西很好用着不错暂时没问题么？配件质量如何？快写下你的评价，分享给大家吧！
j***5,2015-05-26 16:06 购买,钻石会员,广东,来自京东iPhone客户端,很不错，正品！下次继续光顾
bonnydancer,2015-04-03 15:34 购买,钻石会员,北京,来自京东iPhone客户端,手机不知道是不是正品，偶尔会死机自动关机，这次自己黑屏关机了，彻底开不了机了，我怀疑是翻新机，大家慎重购买，我的购买经历教训，买了不到两个月。失败的京东购物。
满***牙,2015-01-19 21:13 购买,金牌会员,重庆,来自京东Android客户端,手机音量键上方有道划痕，已退货
j***2,2015-02-16 14:22 购买,钻石会员,浙江,来自京东iPhone客户端,是行货价格比管网便宜的
k***n,2015-02-05 11:28 购买,钻石会员,福建,,质量很好，很合适。..
t***y,2015-05-20 15:59 购买,金牌会员,北京,,不错，目前用着没啥问题。
佳***君,2015-04-22 19:46 购买,钻石会员,北京,,发货速度很快，感觉还是不错的。
c***1,2015-05-20 22:57 购买,钻石会员,上海,来自京东iPhone客户端,不错，京东买顶配的应该没问题。用着不错
茶***啡,2015-04-25 22:08 购买,钻石会员,黑龙江,来自京东iPhone客户端,给老婆买的。性价比不太高。苹果的手机是和别的手机不太一样。挺好用的
凡***居,2015-05-20 15:23 购买,钻石会员,北京,,苹果（Apple）iPhone 6 Plus (A1524) 128GB 银色 移动联通电信4G手机OK
Joanqqcat,2015-04-02 14:45 购买,钻石会员,云南,,这个没得什么好说的吧，主要是京东卖的确实是正品，到手之后去验过了。不错，比专卖店还便宜些。
j***u,2015-01-08 20:41 购买,银牌会员,江苏,来自京东iPhone客户端,满意，一切都好，最好的功能是可以查询派件员的位置！
a***5,2015-05-16 12:56 购买,企业会员,四川,,还没用，但是京东的到货速度确实刚刚的！
f***m,2014-12-29 15:30 购买,钻石会员,上海,来自京东iPhone客户端,正品，送货速度快，下次继续
_***a,2015-04-01 22:23 购买,银牌会员,浙江,来自京东iPhone客户端,非要凑够十个字才可以
-***儿,2015-03-31 21:39 购买,钻石会员,上海,来自京东Android客户端,手机不错，是正品！京东的东西很让人放心！
w***1,2015-04-27 11:31 购买,钻石会员,北京,来自京东iPhone客户端,网上买手机非常方便，正品，手机很喜欢
j***b,2015-03-04 12:20 购买,钻石会员,四川,来自京东Android客户端,看了看了看了产品还可以
大***尔,2015-05-19 23:11 购买,钻石会员,北京,,帮别人买的，还是相信京东
龙***殇,2015-05-07 17:05 购买,钻石会员,浙江,,相当不错的手机，系统稳定。就是价格太高。
t***3,2015-05-21 22:34 购买,钻石会员,上海,来自京东iPhone客户端,第二次买了，这次帮朋友定的，还是一如既往的好！
crystaldd,2015-04-26 07:22 购买,钻石会员,天津,来自京东iPad客户端,长度在5-200个字之间 填写您对此商品的使用心得，例如该商品或某功能为您带来的帮助，或使用过程中遇到的问题等。最多可输入200字
l***5,2015-05-06 13:40 购买,钻石会员,天津,来自京东Android客户端,好好好好好好好好好好好好好好好好
q***n,2015-05-20 10:00 购买,企业会员,山东,,公司采购，暂无问题。
虞***春,2015-05-19 22:18 购买,钻石会员,上海,来自京东iPhone客户端,京东垃圾，.......
jd_一杯奶茶812,2015-01-18 09:57 购买,金牌会员,河南,来自京东iPhone客户端,好品质，好品质，好品质，好品质，好品质，好品质，
曲***地,2015-05-18 11:04 购买,金牌会员,福建,来自京东iPhone客户端,比官网合算，而且到货也快
j***1,2015-03-13 20:39 购买,金牌会员,浙江,来自京东iPhone客户端,苹果的东西没的说，就是好
p***l,2015-04-03 17:33 购买,钻石会员,上海,来自京东iPhone客户端,?～～～～～～～～～～～～
出***喽,2015-05-14 14:09 购买,钻石会员,北京,,最贵的机型，好用不错，全网通
c***u,2015-05-17 19:20 购买,钻石会员,北京,来自京东iPhone客户端,老公很喜欢，其他就不用说了！
a***2,2015-05-18 15:40 购买,钻石会员,辽宁,来自京东iPhone客户端,够大，需要我写十个字
s***i,2015-05-11 14:13 购买,银牌会员,山东,,屏幕大小合适么？系统用的习惯么？配件质量如何？快写下你的评价，分享给大家吧！
j***0,2015-05-16 12:24 购买,钻石会员,广东,来自京东Android客户端,手机很好，就是有点大。。。没。。
t***n,2015-03-22 23:19 购买,金牌会员,江苏,来自京东iPhone客户端,用的还可以，但还是会死机的
摄***蚁,2015-04-29 22:05 购买,钻石会员,四川,来自京东iPhone客户端,good good good good good good good good good good
W***n,2015-05-16 00:34 购买,钻石会员,上海,来自京东iPhone客户端,一如既往的可靠，谢谢京东的工作人员。
j***9,2015-02-09 11:12 购买,钻石会员,广东,来自京东Android客户端,是正品，到货快！是正品，到货快！
晨***7,2015-02-09 22:51 购买,钻石会员,北京,来自京东iPhone客户端,已经用了一段时间了很满意的
j***c,2015-05-05 10:21 购买,钻石会员,山东,,要的最大容量，装了很多软件也不卡，很好
英***通,2015-03-16 14:51 购买,钻石会员,天津,,满意，物流速度快。。。
j***s,2015-04-02 13:17 购买,钻石会员,江苏,来自京东iPhone客户端,我是老客了，买了很多次了，一直都那么的喜欢
t***爵,2015-03-18 06:53 购买,金牌会员,上海,来自京东iPhone客户端,不错，封的很好。。。
丰***社,2015-05-03 09:48 购买,钻石会员,辽宁,,大品牌好用。。。。。。。。
r***7,2015-05-13 22:49 购买,钻石会员,北京,来自京东iPhone客户端,烫，充电时候烫，听qq音乐也烫，是正常的吗
田佳仪,2015-04-27 14:34 购买,钻石会员,陕西,,屏幕大小合适么？系统用的习惯么？配件质量如何？快写下你的评价，分享给大家吧！
汪***宸,2015-03-05 23:02 购买,金牌会员,北京,来自京东iPhone客户端,呵呵，还可以吧。国行的
牛***它,2015-05-12 10:05 购买,银牌会员,广东,,快递很速度 。谢谢。手机好像 没出什么毛病。但朋友说买贵了。。。
小***生,2015-05-10 14:01 购买,钻石会员,广东,来自京东Android客户端,东西很不错，速度也快，但是拿回来实在太大，无法单手操作，单手拿在手机很容易滑脱
E***D,2015-04-15 20:56 购买,钻石会员,辽宁,,麻烦填写10-500个字呦
昵***了,2015-04-29 21:59 购买,钻石会员,北京,,苹果的东西，质量不用说了，就是价格么呵呵
j***b,2015-05-09 10:42 购买,银牌会员,黑龙江,来自京东iPhone客户端,不错，京东值得信任
b***b,2015-01-03 14:02 购买,企业会员,北京,来自京东Android客户端,非常不错，值得购买。
j***0,2015-04-14 10:41 购买,钻石会员,北京,,是正品，送货速度也快。一直信赖京东。
j***i,2015-05-06 00:34 购买,钻石会员,北京,,东西相当不错，朋友很喜欢，非常好！
x***t,2015-05-10 11:49 购买,钻石会员,上海,,挺好啊挺好啊挺好啊挺好啊挺好啊挺好啊挺好啊挺好啊挺好啊挺好啊挺好啊挺好啊
黄***米,2015-03-12 22:22 购买,钻石会员,北京,,还不错还不错还不错还不错还不错还不错还不错还不错
劲仔他爹,2015-03-04 22:06 购买,钻石会员,北京,,"苹果（Apple）iPhone 6 Plus (A1524) 128GB 银色 移动联通电信4G手机
用的很不错"
天蝎在星空,2015-04-19 13:19 购买,钻石会员,广东,来自京东Android客户端,很好，很大，很好用，，正品行货。
情似听雨落,2015-04-30 12:53 购买,钻石会员,上海,,总之比安卓机子用起来舒服
m***c,2015-01-30 00:40 购买,钻石会员,北京,,不错的手机。
l***x,2015-04-18 13:46 购买,钻石会员,山东,,总的来说是非常不错的
薏***灵,2015-05-08 19:06 购买,钻石会员,上海,来自京东iPhone客户端,东西到货很快，手机还算流畅
屯***汉,2015-04-21 07:30 购买,金牌会员,天津,来自京东iPhone客户端,不错 用了一段时间感觉都反应挺快的 就是电池大约一天的时间
c***1,2015-03-23 22:02 购买,钻石会员,上海,,岂止是大~~~~~~~~~~~~
李斯粤,2015-05-08 17:30 购买,金牌会员,广东,来自微信购物,刚收到，送货速度快
做***女,2014-12-29 16:40 购买,钻石会员,北京,来自京东Android客户端,老公很喜欢。。。。。。。。。。。。。
c***a,2015-04-09 11:26 购买,钻石会员,北京,来自京东iPhone客户端,屏幕比以前大多了，感觉没5s精致。
j***6,2015-02-14 18:40 购买,钻石会员,上海,,苹果（Apple）iPhone 6 Plus (A1524) 128GB 银色 移动联通电信4G手机，好评
堕落De猛少,2015-05-05 07:49 购买,钻石会员,山东,,盼了这么久，终于入手了，尤其是内存128G，如此大的内存的iPhone 6 Plus (银色)！！！打开包装一看，我赛！！太漂亮啦！！确实是比土豪金的上档次！！！说是银色的，其实就是白色的！！特漂亮！！简直就是【高端、大气、上档次】！！！！！我喜悦的心情，一切尽在不言中 哦！！！最后，我要着重表扬一下【配送员】小哥！！前段时间，我腿部做了个手术，至今，无法下楼，无法活动，快递小哥【李寅】师傅，得知这个消息后，直接跑步到了3楼，送到了我的手里！！那天天气很热，【李寅】师傅跑上来满头大汗，很令我感动！！感谢【李寅】师傅！
l***5,2015-04-07 16:33 购买,钻石会员,天津,,iPhone还用多说吗？你知道的。
A***A,2015-04-14 08:38 购买,钻石会员,上海,,屏幕大小正合适，系统用的很习惯，配件质量很好。
小***繁,2015-03-24 10:43 购买,企业会员,北京,,质量好，值得购买，送货快！
小***公,2015-02-13 09:51 购买,钻石会员,北京,来自京东iPhone客户端,信赖京东，银色大气简约，喜欢
j***1,2015-04-24 17:06 购买,金牌会员,广东,,东东不错。漂亮，速度快，要是电池耐用就完美了！
会***琴,2015-04-25 17:11 购买,钻石会员,江苏,,爽，本来想买国产的 非要限量什么的 直接买苹果
cai85300833,2015-04-23 14:48 购买,金牌会员,广东,来自京东iPad客户端,长度在5-200个字之间 填写您对此商品的使用心得，例如该商品或某功能为您带来的帮助，或使用过程中遇到的问题等。最多可输入200字
y***o,2015-04-25 12:53 购买,钻石会员,北京,来自京东iPhone客户端,很好很好很好很好很好
m***0,2015-01-10 15:36 购买,钻石会员,湖北,来自京东iPhone客户端,全家的苹果出自于京东
m***6,2015-05-04 10:03 购买,钻石会员,广东,,apple的东西不需要评价吧，大家都懂了，是不是正品才关键！
老***犊,2015-03-08 22:58 购买,钻石会员,北京,,除了贵其他都很好。。。。
j***a,2015-04-23 15:30 购买,钻石会员,北京,,好用，实惠，小巧，便捷，价格便宜
真***李,2015-04-05 12:56 购买,钻石会员,北京,来自京东iPhone客户端,大家都在买，说好说坏都不会影响销量
j***1,2015-02-19 19:52 购买,钻石会员,上海,来自京东iPhone客户端,用到现在问题没有，ip质量依然的好
关***家,2015-02-12 10:54 购买,金牌会员,北京,来自京东Android客户端,很流畅，界面和系统都很好。
人***雾,2015-02-19 10:12 购买,钻石会员,山西,,苹果的产品不用多说，用的人都知道，真心好用，京东自营，放心
j***8,2015-04-27 11:58 购买,金牌会员,上海,,feichangxihuan;fangfushidazhuxiaozhuluoyupan
l***y,2015-03-21 12:35 购买,金牌会员,上海,,不错，很漂亮，很好看，速度快。就是颜色不同价格不同有点奇怪。
j***r,2015-02-13 16:08 购买,金牌会员,广东,来自京东iPhone客户端,大内存，好用，省心。拍照效果好！
n***i,2015-04-29 14:34 购买,金牌会员,江苏,来自京东iPhone客户端,物流很快，服务态度也好。选了好几个网店，最后还是在JD下单买入。感觉有保障感！
r***n,2015-04-28 17:18 购买,金牌会员,北京,来自京东iPhone客户端,第二次买了，跟第一次买只相差一个月的时间。手机好用，系统流畅，但是卖家包装破损，七千多的手机，应该让人觉得舒服
九州豪哥,2015-04-23 15:17 购买,金牌会员,北京,,不错的选择哦哦，我们的青春
仓***林,2015-02-11 02:07 购买,钻石会员,北京,来自京东iPhone客户端,很喜欢。不用多说什么了
s***2,2015-03-13 12:24 购买,企业会员,江苏,,快递员很给力！快递员很给力！快递员很给力！
j***永,2015-03-28 13:41 购买,企业会员,江苏,来自京东iPhone客户端,送老婆的，她就觉得还好，就这样吧，苹果大家都知道的
折***7,2015-04-25 14:05 购买,金牌会员,四川,来自京东iPhone客户端,哈哈，抢到个128G的，还免息分期，太划算了
雪***飞,2015-04-19 14:56 购买,金牌会员,北京,,看了别人买过的评价才来购买，京东买还是比官网便宜几百块的，已经使用10多天了，没发现任何问题，以前都是买港版货，这次6的支持首发中国，国货确实方便很多，简体字什么的
j***6,2015-03-30 21:42 购买,钻石会员,北京,,送人的，屏幕大，速度快，很满意！！！！！
飞***丝,2015-03-26 08:10 购买,钻石会员,北京,来自京东iPhone客户端,非常满意，谁用谁知道。
j***7,2015-04-27 01:01 购买,钻石会员,北京,来自京东iPhone客户端,从4s到6p都在京东买，值得信赖
钟***黄,2015-01-09 11:43 购买,钻石会员,江苏,来自京东iPhone客户端,东西很不错，值得购买！
懒***0,2015-04-01 06:54 购买,钻石会员,上海,来自京东Android客户端,给老婆买的手机 手机不错 就是稍大了点 还得买个包
杨***g,2015-03-18 18:21 购买,钻石会员,北京,,一直很喜欢使用苹果手机，不错
守***爱,2015-04-24 23:30 购买,钻石会员,北京,,送客户的 ，有看到此评论的 都来当我们公司客户吧！！！
j***7,2015-04-22 10:21 购买,金牌会员,北京,,4月22日买的新机子，4月28日就出现严重的死机、黑屏问题，并且屏幕一直在闪断！去年在京东买的三星NOTE3也是用了1个月就换了新主板。以后真的不敢在京东买电器了。
地***曲,2015-01-22 08:10 购买,钻石会员,四川,来自京东iPhone客户端,这个不需要写评价了。都懂。很好
j***k,2015-02-12 18:00 购买,钻石会员,广东,来自京东Android客户端,有强迫症，就是想买最大的…
c***e,2015-03-27 20:47 购买,钻石会员,上海,,最好的I6了。不用说了。肯定好的！
j***g,2015-04-25 23:52 购买,钻石会员,北京,来自京东iPhone客户端,正品，物流快，购买方便
j***g,2015-04-07 14:06 购买,钻石会员,河北,,帮朋友买的，据说还不错
猪***豆,2015-02-24 15:38 购买,钻石会员,江苏,来自京东iPhone客户端,前一天下单，第二天上午就收到，速度太快啦。
香蕉的诱惑,2015-04-25 00:20 购买,金牌会员,天津,来自京东Android客户端,苹果很好很强大~正在升级ISO8.3~一会儿正式开始重度使用！呵呵！
s***7,2015-04-23 10:40 购买,钻石会员,北京,,高大上，赞。。。。。。。。。。。。。。。。。
李***华,2015-03-30 11:01 购买,钻石会员,广东,,有点小问题退货了，过程有点麻烦。毕竟还是了解了！
不***么,2015-03-16 16:47 购买,钻石会员,上海,来自京东Android客户端,不错，给朋友买的礼物，比较合适
摇***海,2015-04-23 13:12 购买,金牌会员,北京,,非常的满意！！！很好！
w***h,2015-03-07 20:25 购买,钻石会员,北京,来自京东Android客户端,很好0000000000
d***n,2015-04-23 10:56 购买,钻石会员,北京,来自京东iPhone客户端,好好好好好好好好好好
d***x,2015-03-01 09:38 购买,金牌会员,山西,来自京东iPhone客户端,"价格稍贵,不过品质还是让人放心"
j***i,2015-04-10 09:12 购买,银牌会员,广东,来自京东iPhone客户端,高大上。干嘛评价非要10个字以上呢，无语！
s***j,2015-04-23 21:17 购买,钻石会员,广东,,做工和质量很好，通话清晰！
i***e,2015-04-22 11:28 购买,钻石会员,北京,,屏幕大小合适么？系统用的习惯么？配件质量如何？快写下你的评价，分享给大家吧！
s***n,2015-01-05 12:45 购买,钻石会员,江苏,,为什么一定要写些啥？没什么可写的！
j***1,2015-04-22 15:35 购买,金牌会员,福建,来自京东Android客户端,东西是送人的，不知道好不好，但愿是好的
9***扣,2015-04-20 00:40 购买,钻石会员,广东,来自京东iPhone客户端,國行正品！京東果然是信心的保證！
我***明,2015-04-22 20:56 购买,金牌会员,广东,来自京东Android客户端,手机收到，物流很给力，手机经试用，反应速度快，用起来得心应手，下次还是京东。
b***g,2015-02-02 17:59 购买,钻石会员,北京,来自京东iPhone客户端,苹果手机一向的好，京东采购很久了，目前还没出现过问题，希望一直好下去。
j***6,2015-04-03 22:35 购买,钻石会员,辽宁,,非常好，还会再来买。很好用。
j***v,2015-02-10 21:43 购买,钻石会员,北京,,屏幕大，系统流畅，照相不错，内存够用了！很喜欢！
封***伊,2015-04-16 10:30 购买,钻石会员,北京,来自京东iPhone客户端,PAPA详询微fyyman
血***电,2015-04-18 00:18 购买,钻石会员,北京,,不错 女朋友很喜欢
fcwscl,2015-04-15 16:27 购买,银牌会员,辽宁,来自微信购物,非常理想！
邵***3,2015-04-03 11:04 购买,钻石会员,上海,来自京东iPhone客户端,白条买的 赞一下白条 屌丝利器啊
最***语,2015-04-17 13:07 购买,钻石会员,北京,,高端大气上档次，不错漂亮
z***m,2015-04-19 21:59 购买,钻石会员,北京,,不错，就是太大了。。。还是小点好
j***4,2015-04-21 10:58 购买,钻石会员,北京,来自京东iPhone客户端,送货很快 未激活的 相信京东
爱***6,2015-04-14 13:18 购买,钻石会员,北京,,物有所值，比官网上的优惠了不少，并且发货很及时，一如既往的支持京东
jd_007998720,2015-01-16 21:57 购买,钻石会员,陕西,来自京东Android客户端,移动的卡不知道怎么就是开不了34g有空去返修
z***s,2015-04-20 18:35 购买,钻石会员,内蒙古,来自京东Android客户端,确实很快，大半夜的辛苦了。
D***G,2015-04-17 20:20 购买,钻石会员,辽宁,,买的放心，用的舒心~京东我一直相信
t***3,2015-02-27 23:24 购买,金牌会员,北京,来自京东iPhone客户端,用了几个月了，没有什么问题，质量挺有保障。
S***S,2015-04-02 02:18 购买,钻石会员,辽宁,来自京东Android客户端,苹果走下坡路了越来越不好用了！
理***i,2015-04-18 17:22 购买,钻石会员,北京,来自京东iPhone客户端,多次购买了，这次送给领导的！
z***5,2015-04-19 08:02 购买,金牌会员,浙江,来自京东Android客户端,不错，送货速度很快，是正品。
e***j,2015-04-17 21:32 购买,钻石会员,北京,来自京东Android客户端,速度快，屏幕大，非常漂亮
y***7,2015-04-12 23:53 购买,金牌会员,北京,来自京东Android客户端,暂时挺好的，没有什么问题。
片***象,2015-02-07 09:50 购买,钻石会员,北京,,手机感觉弱不经风，后壳敲起来框框的，感觉空心的。感觉不精致，没有iphone5精致
-***-,2015-02-24 13:12 购买,钻石会员,陕西,来自京东iPhone客户端,正品，速度一流。超级快。
j***6,2015-02-25 22:26 购买,金牌会员,北京,,送给老公的生日礼物，感觉不错
无***击,2015-02-15 10:56 购买,金牌会员,湖北,来自京东iPhone客户端,没给我发票，说什么要我自己打印
刘***飞,2015-03-25 21:20 购买,金牌会员,北京,来自京东iPhone客户端,手机很好，稍微有点不平，无所谓了，用着很好
a***a,2015-04-06 22:50 购买,金牌会员,广东,,苹果是大公司，怎么也比小米好多了，苹果摄像头800万像素就很好了，可是小米的1300万像素摄像头真烂得一坨
jd139961uhs,2015-01-04 12:30 购买,钻石会员,广东,,正品，很好！买的放心，用得满意！
j***e,2015-04-14 16:28 购买,企业会员,北京,,给公司买的，挺好的，信赖京东！
j***双,2015-04-03 21:59 购买,金牌会员,北京,,超级满意，送货速度快，快递员也很给力，态度很好
h***h,2015-03-13 18:02 购买,钻石会员,北京,来自京东iPhone客户端,很好京东值得信赖！发货快，服务快
j***r,2015-04-02 21:04 购买,金牌会员,江苏,来自京东iPhone客户端,很不错，第二个了，下次还是这家
y***u,2015-03-25 09:17 购买,钻石会员,江苏,来自京东iPhone客户端,买了好久了，今天再买了一个，顶一下
水***亲,2015-01-30 15:45 购买,钻石会员,广东,,男朋友送的 很不错啊 相当可以
j***q,2015-04-13 16:04 购买,金牌会员,浙江,来自京东iPhone客户端,开张增值税发票真难，这个不行那个看不清楚，网上买东西就是费事，实体店哪有这么多事。
c***0,2015-04-03 03:18 购买,金牌会员,北京,,"很不错,外观漂亮,老婆很喜欢"
m***o,2015-04-10 16:25 购买,钻石会员,北京,,给公司买的，非常不错的
j***5,2015-04-12 13:06 购买,钻石会员,北京,来自京东iPhone客户端,不错不错不错不错不错。
玻***儿,2015-03-07 13:51 购买,金牌会员,北京,来自京东iPhone客户端,喜欢的手机，超好用，京东送货速度超快，满意
悟***弟,2015-04-07 11:54 购买,钻石会员,北京,,本来要在官网买的，结果一看京东还便宜几百块，关键是送货快啊，哈哈，果断下手了
c***1,2015-03-28 21:29 购买,钻石会员,北京,,"屏幕大小合适么？系统用的习惯么？配件质量如何？快写下你的评价，分享给大家吧！
屏幕真大，一只手拿有点费事，质量挺好的，用了半个月了没有出现任何问题。"
欧***灵,2015-04-07 14:29 购买,企业会员,北京,,京东送货很迅速，着急的首选。
j***1,2015-03-17 09:06 购买,钻石会员,北京,来自京东Android客户端,给老婆买的，老婆很喜欢
v***4,2015-03-18 16:07 购买,企业会员,湖北,,可以可以可以可以可以可以可以可以
旺***爸,2015-02-02 08:59 购买,钻石会员,北京,,苹果一贯的风格，分辨率高
s***j,2015-01-20 04:59 购买,钻石会员,广东,,质量很好，效果非常好，手感舒适
j***3,2015-04-12 09:47 购买,钻石会员,四川,来自京东iPhone客户端,速度快，服务好，好东西，好用
莫***3,2015-04-09 02:50 购买,钻石会员,广东,来自京东iPhone客户端,好用，上网快，128G
zzqbuaa,2015-04-10 18:10 购买,钻石会员,北京,来自京东Android客户端,样子很大气，期待用起来后没有问题
j***w,2015-04-11 07:23 购买,银牌会员,江苏,,感觉大屏就是好，还有刚开始搞ID搞半天 哈哈 大乌龙啊 我好笨
星***寒,2015-04-03 17:32 购买,金牌会员,福建,来自京东iPhone客户端,应该是正品，用起来不错，比苹果官网价便宜些，很好！
A***9,2015-03-11 22:10 购买,金牌会员,河北,,屏幕大小合适么？系统用的习惯么？配件质量如何？快写下你的评价，分享给大家吧！
q***k,2015-01-10 10:31 购买,钻石会员,陕西,,好东东！！好东东！！好东东！！
d***n,2015-02-09 09:53 购买,钻石会员,北京,来自京东iPhone客户端,值得推荐，包装完好，快递神速！
g***7,2015-04-02 22:33 购买,钻石会员,四川,来自京东iPhone客户端,为了京东豆，凑满十个字
喵***咪,2015-02-10 16:43 购买,金牌会员,云南,,很不错，第一次使用白条购买哦！相当满意
东***一,2015-03-30 07:53 购买,钻石会员,北京,,很好用在使用中，过些天追评。
b***8,2015-03-19 11:37 购买,钻石会员,北京,来自京东iPhone客户端,停好用的。停好用的。停好用的。
c***6,2015-03-29 13:13 购买,金牌会员,北京,,很喜欢这款手机 就是不知道电池耐用不
庄***-,2015-04-03 16:26 购买,钻石会员,天津,来自京东Android客户端,。。。。。。。。。。。。
w***2,2015-02-25 09:42 购买,金牌会员,北京,来自京东iPhone客户端,一如继往的好，下次还可以来京东买手机
y***y,2015-03-07 20:11 购买,钻石会员,北京,来自京东iPhone客户端,东西不错，送货很快，送货员很好
e***z,2015-04-07 22:20 购买,钻石会员,浙江,,很不错的手机，要用用看再来评论。
比***兽,2015-03-10 11:26 购买,钻石会员,广东,来自京东iPhone客户端,东西很不错哟，值得购买
j***0,2015-04-03 22:48 购买,钻石会员,辽宁,,老公非常喜欢，大屏幕，系统很流畅，晚上下单，第二天上午就到货了，物流真心不错。
過***5,2015-03-10 23:16 购买,钻石会员,黑龙江,,苹果一直都是最好的手机，最好的系统，不解释
院***了,2015-02-07 16:02 购买,钻石会员,四川,来自京东iPhone客户端,东西不错哈，快递给力哈。
蒙***哥,2015-02-16 11:22 购买,钻石会员,辽宁,,宝贝很好，物超所值，性价比高。
qdcgj,2015-04-04 17:54 购买,金牌会员,山东,来自京东Android客户端,苹果手机的质量，可怕！！！
笑***神,2015-03-26 13:22 购买,钻石会员,北京,来自京东iPhone客户端,快多了，哈哈，苹果5怎么处理啊
C***L,2015-03-16 15:34 购买,钻石会员,河北,来自京东iPhone客户端,不错，行货正品～～～～～
j***n,2015-04-02 11:43 购买,金牌会员,黑龙江,来自京东iPhone客户端,流畅，好用，如果电量再大些就好了
j***9,2015-03-31 16:37 购买,金牌会员,山东,来自京东iPhone客户端,依旧信任京东自营的产品，绝对不会让你失望的。反正我是相信！
益***栋,2015-03-19 19:16 购买,金牌会员,浙江,来自京东iPhone客户端,妈个鸡，用了半个用 放口袋里屏幕碎了
j***肯,2015-02-10 10:32 购买,金牌会员,北京,来自京东iPhone客户端,好还可以，用着不错。
j***2,2015-01-12 12:20 购买,钻石会员,上海,来自京东iPhone客户端,送货速度快，是正品，非常满意
q***0,2015-04-03 14:26 购买,钻石会员,北京,来自京东iPhone客户端,东西不错，就是价格高了些。上市这么长时间了，应该降低些价格了。
h***a,2015-04-01 09:24 购买,钻石会员,北京,来自京东iPhone客户端,大屏很爽，速度快！！！！
没***孩,2015-03-16 17:31 购买,钻石会员,广东,来自京东iPhone客户端,包装过于简单，毕竟这么贵的东西，也没有发票。手机不错，就是信号不太好
色***龙,2015-04-03 11:57 购买,钻石会员,广东,来自京东iPhone客户端,收到以后万分惊喜，买台手机不容呀
一***天,2015-01-13 21:39 购买,金牌会员,江苏,来自京东iPhone客户端,一如既往的好！评论赚京豆儿，哈哈！
小猴爱网购,2015-03-30 15:32 购买,金牌会员,广东,,好，用的白条分期付款，圆了自己的苹果梦！！！
z***2,2015-04-03 08:56 购买,钻石会员,北京,,"刚拿到手,还没使用,外观不错"
羊***y,2015-03-20 09:29 购买,钻石会员,北京,来自京东iPhone客户端,送货速度快 态度也特别好
j***x,2015-03-28 09:38 购买,钻石会员,北京,来自京东Android客户端,123344445533457
j***0,2015-02-12 10:21 购买,钻石会员,北京,来自京东iPhone客户端,手机是喜欢的银色，盼望中的
啊***儿,2015-03-25 23:47 购买,钻石会员,四川,,还行吧还行吧还行吧还行吧还行吧
j***6,2015-04-03 00:52 购买,钻石会员,天津,,真心觉得好，屏幕好，外观漂亮
娜***湛,2015-04-02 15:02 购买,钻石会员,北京,来自京东iPhone客户端,太大了 京东购物就是方便
j***h,2015-03-23 10:48 购买,钻石会员,江苏,,大品牌的东东就是不一样，京东的物流超快负责，好评一个。
d***1,2015-03-23 23:39 购买,金牌会员,江苏,来自京东Android客户端,哈，给老妈买的，老妈很满意
司***8,2015-04-01 19:47 购买,金牌会员,河北,,苹果不多说 非常好
j***p,2015-04-02 18:00 购买,钻石会员,广东,来自京东iPhone客户端,碎一下?爽到爆？八八啦啊啦啊
h***f,2015-03-24 14:27 购买,钻石会员,北京,,送客户的。。。。。。。。
追***b,2015-03-31 22:58 购买,钻石会员,浙江,来自京东iPhone客户端,为什么生产日期是2014年？明明现在已经是2015年4月了。使用上没有任何问题。
正***-,2015-04-01 12:57 购买,钻石会员,广东,来自京东iPhone客户端,还没使用。不知道效果。
j***c,2015-03-19 16:20 购买,钻石会员,浙江,来自京东iPhone客户端,没啥好说的。发货快。不错
S***8,2015-04-01 22:22 购买,钻石会员,上海,,我和京东快递小伙小白是好朋友了~~服务号送货快啊~
2***s,2015-03-29 14:06 购买,金牌会员,浙江,来自京东iPhone客户端,已經在用了 拍照很給力 內存大 就是沒負擔 哈哈哈哈哈哈哈
j***0,2015-03-28 15:32 购买,钻石会员,北京,,给别人买的。。。。。。。。。
zbxfirst,2015-03-23 17:41 购买,金牌会员,上海,,好好好好好好好好好好好好好好好好好
童***园,2015-03-21 14:40 购买,银牌会员,陕西,来自京东iPhone客户端,东西非常好，完美支持移动 联通 电信 京东给力
O***C,2015-03-30 21:30 购买,钻石会员,上海,来自京东iPhone客户端,送货快 外包装实在让人寒心
jd_上海成再,2015-03-22 09:48 购买,企业会员,广东,来自京东iPhone客户端,送女朋友的，苹果品质毋庸置疑；京东服务毋庸置疑，你懂的。
i***n,2015-03-31 22:57 购买,钻石会员,浙江,来自京东iPhone客户端,！！！！！！！！！！！！！！！！
网***舟,2015-03-30 22:52 购买,钻石会员,浙江,,给在银行公司的侄子买的银色的，比较大气，只是价格小贵，正品，孩子喜欢，京东送货很快，赞一个！
j***1,2015-01-09 10:01 购买,钻石会员,广东,,好，很好，送货送速快，送货员态度好！
